fc_id,sku_id,on_hand_qty,committed_qty,available_qty,reorder_point,max_stock_level,last_updated
FC_CA01,SKU000006,857,283,574,140,1400,2025-07-25
FC_CA01,SKU001801,820,225,595,140,1400,2025-07-27
FC_CA01,SKU000234,569,181,388,84,840,2025-07-25
FC_CA01,SKU000809,636,198,438,112,1120,2025-07-26
FC_CA01,SKU001558,858,260,598,140,1400,2025-07-27
FC_CA01,SKU000358,242,80,162,56,560,2025-07-21
FC_CA01,SKU000125,1542,464,1078,210,2100,2025-07-25
FC_CA01,SKU001608,635,199,436,112,1120,2025-07-27
FC_CA01,SKU001630,590,206,384,112,1120,2025-07-21
FC_CA01,SKU001864,529,162,367,84,840,2025-07-21
FC_CA01,SKU000303,241,94,147,56,560,2025-07-21
FC_CA01,SKU000456,244,72,172,56,560,2025-07-25
FC_CA01,SKU000349,618,176,442,112,1120,2025-07-27
FC_CA01,SKU000232,584,185,399,112,1120,2025-07-27
FC_CA01,SKU000246,837,239,598,140,1400,2025-07-25
FC_CA01,SKU001612,566,147,419,84,840,2025-07-23
FC_CA01,SKU000371,616,211,405,112,1120,2025-07-27
FC_CA01,SKU000470,586,155,431,84,840,2025-07-22
FC_CA01,SKU001457,1539,476,1063,210,2100,2025-07-24
FC_CA01,SKU001348,846,257,589,140,1400,2025-07-26
FC_CA01,SKU000940,638,178,460,112,1120,2025-07-25
FC_CA01,SKU001087,237,74,163,56,560,2025-07-21
FC_CA01,SKU000013,647,205,442,112,1120,2025-07-22
FC_CA01,SKU001018,561,183,378,84,840,2025-07-24
FC_CA01,SKU000357,1554,463,1091,210,2100,2025-07-24
FC_CA01,SKU001282,841,266,575,140,1400,2025-07-23
FC_CA01,SKU001903,241,85,156,56,560,2025-07-27
FC_CA01,SKU001565,556,154,402,84,840,2025-07-25
FC_CA01,SKU001260,847,245,602,140,1400,2025-07-26
FC_CA01,SKU000373,252,66,186,56,560,2025-07-27
FC_CA01,SKU000819,868,252,616,140,1400,2025-07-22
FC_CA01,SKU000310,852,255,597,140,1400,2025-07-27
FC_CA01,SKU001668,257,75,182,56,560,2025-07-21
FC_CA01,SKU001110,246,80,166,56,560,2025-07-26
FC_CA01,SKU001200,624,172,452,112,1120,2025-07-26
FC_CA01,SKU001616,241,78,163,56,560,2025-07-24
FC_CA01,SKU000496,548,156,392,84,840,2025-07-22
FC_CA01,SKU000225,795,265,530,140,1400,2025-07-24
FC_CA01,SKU000949,850,267,583,140,1400,2025-07-27
FC_CA01,SKU000490,622,182,440,112,1120,2025-07-27
FC_CA01,SKU000121,544,139,405,84,840,2025-07-22
FC_CA01,SKU001353,910,298,612,140,1400,2025-07-25
FC_CA01,SKU001176,1649,522,1127,210,2100,2025-07-22
FC_CA01,SKU000937,274,90,184,56,560,2025-07-24
FC_CA01,SKU001824,653,201,452,112,1120,2025-07-24
FC_CA01,SKU000772,245,76,169,56,560,2025-07-26
FC_CA01,SKU000406,544,173,371,84,840,2025-07-25
FC_CA01,SKU000607,603,178,425,84,840,2025-07-22
FC_CA01,SKU000431,798,247,551,140,1400,2025-07-25
FC_CA01,SKU001786,262,73,189,56,560,2025-07-24
FC_CA01,SKU000806,551,181,370,84,840,2025-07-22
FC_CA01,SKU000485,516,155,361,84,840,2025-07-26
FC_CA01,SKU000492,813,240,573,140,1400,2025-07-22
FC_CA01,SKU000681,1625,470,1155,210,2100,2025-07-21
FC_CA01,SKU001265,840,250,590,140,1400,2025-07-21
FC_CA01,SKU000016,622,174,448,112,1120,2025-07-25
FC_CA01,SKU001144,562,185,377,84,840,2025-07-25
FC_CA01,SKU000390,1626,462,1164,210,2100,2025-07-26
FC_CA01,SKU001987,231,73,158,56,560,2025-07-22
FC_CA01,SKU000446,1631,527,1104,210,2100,2025-07-25
FC_CA01,SKU001336,625,185,440,112,1120,2025-07-25
FC_CA01,SKU000982,270,86,184,56,560,2025-07-26
FC_CA01,SKU000757,261,64,197,56,560,2025-07-27
FC_CA01,SKU001539,608,198,410,112,1120,2025-07-27
FC_CA01,SKU000677,268,70,198,56,560,2025-07-25
FC_CA01,SKU001276,639,200,439,112,1120,2025-07-24
FC_CA01,SKU000221,1613,495,1118,210,2100,2025-07-24
FC_CA01,SKU001716,813,247,566,140,1400,2025-07-25
FC_CA01,SKU000993,593,206,387,112,1120,2025-07-23
FC_CA01,SKU001812,819,253,566,140,1400,2025-07-25
FC_CA01,SKU000996,851,257,594,140,1400,2025-07-23
FC_CA01,SKU001541,1553,481,1072,210,2100,2025-07-27
FC_CA01,SKU000837,849,255,594,140,1400,2025-07-27
FC_CA01,SKU000158,561,174,387,84,840,2025-07-26
FC_CA01,SKU000011,543,163,380,84,840,2025-07-26
FC_CA01,SKU001571,1587,467,1120,210,2100,2025-07-25
FC_CA01,SKU000619,1621,480,1141,210,2100,2025-07-25
FC_CA01,SKU001199,275,80,195,56,560,2025-07-21
FC_CA01,SKU000857,1592,499,1093,210,2100,2025-07-23
FC_CA01,SKU001262,247,82,165,56,560,2025-07-23
FC_CA01,SKU001750,1545,468,1077,210,2100,2025-07-24
FC_CA01,SKU001159,553,150,403,84,840,2025-07-24
FC_CA01,SKU001706,264,80,184,56,560,2025-07-22
FC_CA01,SKU000638,833,243,590,140,1400,2025-07-23
FC_CA01,SKU000939,641,197,444,112,1120,2025-07-27
FC_CA01,SKU000597,569,184,385,84,840,2025-07-22
FC_CA01,SKU001067,1594,465,1129,210,2100,2025-07-26
FC_CA01,SKU000920,239,57,182,56,560,2025-07-23
FC_CA01,SKU001870,251,66,185,56,560,2025-07-23
FC_CA01,SKU000958,585,177,408,112,1120,2025-07-25
FC_CA01,SKU001830,261,98,163,56,560,2025-07-26
FC_CA01,SKU000922,263,79,184,56,560,2025-07-24
FC_CA01,SKU001988,851,224,627,140,1400,2025-07-27
FC_CA01,SKU001721,810,240,570,140,1400,2025-07-24
FC_CA01,SKU001791,851,263,588,140,1400,2025-07-22
FC_CA01,SKU001270,1621,509,1112,210,2100,2025-07-27
FC_CA01,SKU000108,1615,478,1137,210,2100,2025-07-25
FC_CA01,SKU001783,799,227,572,140,1400,2025-07-22
FC_CA01,SKU001470,836,229,607,140,1400,2025-07-24
FC_CA01,SKU000258,1525,429,1096,210,2100,2025-07-25
FC_CA01,SKU001090,249,86,163,56,560,2025-07-22
FC_CA01,SKU000746,858,246,612,140,1400,2025-07-27
FC_CA01,SKU000083,852,263,589,140,1400,2025-07-27
FC_CA01,SKU000066,238,86,152,56,560,2025-07-23
FC_CA01,SKU000503,252,61,191,56,560,2025-07-25
FC_CA01,SKU001021,546,174,372,84,840,2025-07-23
FC_CA01,SKU000153,636,191,445,112,1120,2025-07-25
FC_CA01,SKU000269,261,78,183,56,560,2025-07-27
FC_CA01,SKU001246,1543,440,1103,210,2100,2025-07-21
FC_CA01,SKU000506,639,190,449,112,1120,2025-07-25
FC_CA01,SKU000696,1591,463,1128,210,2100,2025-07-23
FC_CA01,SKU000463,273,88,185,56,560,2025-07-23
FC_CA01,SKU000134,1578,490,1088,210,2100,2025-07-22
FC_CA01,SKU001261,268,79,189,56,560,2025-07-25
FC_CA01,SKU000516,635,200,435,112,1120,2025-07-21
FC_CA01,SKU000589,632,198,434,112,1120,2025-07-23
FC_CA01,SKU001878,275,85,190,56,560,2025-07-21
FC_CA01,SKU001941,569,194,375,112,1120,2025-07-23
FC_CA01,SKU001037,610,191,419,112,1120,2025-07-25
FC_CA01,SKU001396,644,178,466,112,1120,2025-07-26
FC_CA01,SKU001897,228,66,162,56,560,2025-07-22
FC_CA01,SKU001728,556,155,401,84,840,2025-07-22
FC_CA01,SKU001374,544,175,369,84,840,2025-07-26
FC_CA01,SKU000893,573,163,410,84,840,2025-07-21
FC_CA01,SKU000331,1537,434,1103,210,2100,2025-07-22
FC_CA01,SKU001603,235,77,158,56,560,2025-07-26
FC_CA01,SKU001624,1575,459,1116,210,2100,2025-07-27
FC_CA01,SKU000605,569,191,378,84,840,2025-07-24
FC_CA01,SKU000126,1607,489,1118,210,2100,2025-07-26
FC_CA01,SKU000329,587,149,438,84,840,2025-07-23
FC_CA01,SKU001609,1625,511,1114,210,2100,2025-07-24
FC_CA01,SKU001333,1596,470,1126,210,2100,2025-07-24
FC_CA01,SKU001877,837,270,567,140,1400,2025-07-26
FC_CA01,SKU001929,573,159,414,84,840,2025-07-23
FC_CA01,SKU000572,883,262,621,140,1400,2025-07-26
FC_CA01,SKU000879,573,161,412,84,840,2025-07-23
FC_CA01,SKU000532,596,196,400,112,1120,2025-07-23
FC_CA01,SKU000866,656,182,474,112,1120,2025-07-23
FC_CA01,SKU000249,601,202,399,112,1120,2025-07-22
FC_CA01,SKU001040,549,179,370,84,840,2025-07-26
FC_CA01,SKU001361,842,248,594,140,1400,2025-07-25
FC_CA01,SKU000392,571,148,423,112,1120,2025-07-21
FC_CA01,SKU001674,838,271,567,140,1400,2025-07-25
FC_CA01,SKU001577,1500,428,1072,210,2100,2025-07-27
FC_CA01,SKU001596,639,177,462,112,1120,2025-07-22
FC_CA01,SKU001826,640,193,447,112,1120,2025-07-23
FC_CA01,SKU000237,1553,419,1134,210,2100,2025-07-25
FC_CA01,SKU001759,617,168,449,112,1120,2025-07-27
FC_CA01,SKU001605,808,230,578,140,1400,2025-07-27
FC_CA01,SKU001100,624,180,444,112,1120,2025-07-25
FC_CA01,SKU001342,504,162,342,84,840,2025-07-27
FC_CA01,SKU001331,1539,498,1041,210,2100,2025-07-24
FC_CA01,SKU001662,1621,474,1147,210,2100,2025-07-23
FC_CA01,SKU001665,518,155,363,84,840,2025-07-22
FC_CA01,SKU001034,864,283,581,140,1400,2025-07-23
FC_CA01,SKU001774,1606,444,1162,210,2100,2025-07-24
FC_CA01,SKU001876,575,147,428,84,840,2025-07-27
FC_CA01,SKU001935,527,159,368,84,840,2025-07-24
FC_CA01,SKU001346,819,243,576,140,1400,2025-07-21
FC_CA01,SKU000842,623,180,443,112,1120,2025-07-27
FC_CA01,SKU000204,528,160,368,84,840,2025-07-26
FC_CA01,SKU000295,839,247,592,140,1400,2025-07-24
FC_CA01,SKU000968,1558,488,1070,210,2100,2025-07-26
FC_CA01,SKU001599,614,179,435,112,1120,2025-07-24
FC_CA01,SKU000399,620,207,413,112,1120,2025-07-21
FC_CA01,SKU001274,1611,488,1123,210,2100,2025-07-26
FC_CA01,SKU000586,628,205,423,112,1120,2025-07-23
FC_CA01,SKU001406,594,185,409,112,1120,2025-07-26
FC_CA01,SKU000004,1522,490,1032,210,2100,2025-07-22
FC_CA01,SKU001355,232,72,160,56,560,2025-07-27
FC_CA01,SKU001522,617,193,424,112,1120,2025-07-26
FC_CA01,SKU000317,597,178,419,112,1120,2025-07-22
FC_CA01,SKU001819,561,150,411,84,840,2025-07-26
FC_CA01,SKU001354,555,167,388,84,840,2025-07-25
FC_CA01,SKU001293,232,72,160,56,560,2025-07-25
FC_CA01,SKU001776,871,281,590,140,1400,2025-07-25
FC_CA01,SKU001979,566,186,380,84,840,2025-07-26
FC_CA01,SKU000047,1567,426,1141,210,2100,2025-07-26
FC_CA01,SKU001561,1609,493,1116,210,2100,2025-07-27
FC_CA01,SKU001549,595,191,404,112,1120,2025-07-21
FC_CA01,SKU001231,826,279,547,140,1400,2025-07-25
FC_CA01,SKU000084,609,183,426,112,1120,2025-07-22
FC_CA01,SKU000882,560,158,402,84,840,2025-07-27
FC_CA01,SKU001835,557,173,384,84,840,2025-07-23
FC_CA01,SKU000354,611,164,447,112,1120,2025-07-24
FC_CA01,SKU000250,638,164,474,112,1120,2025-07-24
FC_CA01,SKU001995,570,166,404,84,840,2025-07-22
FC_CA01,SKU001859,593,181,412,84,840,2025-07-24
FC_CA01,SKU000999,866,276,590,140,1400,2025-07-22
FC_CA01,SKU000433,272,101,171,56,560,2025-07-22
FC_CA01,SKU000116,1622,469,1153,210,2100,2025-07-27
FC_CA01,SKU001836,1534,493,1041,210,2100,2025-07-21
FC_CA01,SKU001239,579,200,379,84,840,2025-07-24
FC_CA01,SKU001983,1537,452,1085,210,2100,2025-07-24
FC_CA01,SKU001103,623,194,429,112,1120,2025-07-25
FC_CA01,SKU001655,621,187,434,112,1120,2025-07-24
FC_CA01,SKU000253,529,163,366,84,840,2025-07-21
FC_CA01,SKU001238,548,139,409,84,840,2025-07-22
FC_CA01,SKU000030,629,182,447,112,1120,2025-07-24
FC_CA01,SKU000983,1557,484,1073,210,2100,2025-07-22
FC_CA01,SKU001241,646,177,469,112,1120,2025-07-25
FC_CA01,SKU001515,1574,437,1137,210,2100,2025-07-22
FC_CA01,SKU000038,1588,495,1093,210,2100,2025-07-27
FC_CA01,SKU000053,533,145,388,84,840,2025-07-26
FC_CA01,SKU001628,582,184,398,112,1120,2025-07-23
FC_CA01,SKU000397,1575,463,1112,210,2100,2025-07-24
FC_WA02,SKU001804,564,167,397,84,840,2025-07-27
FC_WA02,SKU000708,852,265,587,140,1400,2025-07-24
FC_WA02,SKU000905,558,165,393,84,840,2025-07-21
FC_WA02,SKU001154,1571,465,1106,210,2100,2025-07-21
FC_WA02,SKU001464,1601,515,1086,210,2100,2025-07-26
FC_WA02,SKU000074,1531,448,1083,210,2100,2025-07-22
FC_WA02,SKU001482,804,250,554,140,1400,2025-07-26
FC_WA02,SKU000931,607,225,382,112,1120,2025-07-21
FC_WA02,SKU000853,1599,495,1104,210,2100,2025-07-25
FC_WA02,SKU000500,280,73,207,56,560,2025-07-24
FC_WA02,SKU000198,1581,498,1083,210,2100,2025-07-22
FC_WA02,SKU000214,632,193,439,112,1120,2025-07-24
FC_WA02,SKU001345,894,271,623,140,1400,2025-07-24
FC_WA02,SKU001718,531,182,349,84,840,2025-07-24
FC_WA02,SKU001631,777,242,535,140,1400,2025-07-23
FC_WA02,SKU000566,1597,457,1140,210,2100,2025-07-23
FC_WA02,SKU000294,849,224,625,140,1400,2025-07-26
FC_WA02,SKU001857,270,78,192,56,560,2025-07-25
FC_WA02,SKU001188,860,264,596,140,1400,2025-07-23
FC_WA02,SKU000174,606,178,428,84,840,2025-07-21
FC_WA02,SKU001534,1610,456,1154,210,2100,2025-07-22
FC_WA02,SKU000158,535,164,371,84,840,2025-07-25
FC_WA02,SKU001034,826,228,598,140,1400,2025-07-25
FC_WA02,SKU000493,300,74,226,56,560,2025-07-22
FC_WA02,SKU000970,1546,468,1078,210,2100,2025-07-24
FC_WA02,SKU001788,246,73,173,56,560,2025-07-26
FC_WA02,SKU000486,1511,432,1079,210,2100,2025-07-22
FC_WA02,SKU000551,840,249,591,140,1400,2025-07-25
FC_WA02,SKU001233,603,151,452,112,1120,2025-07-24
FC_WA02,SKU001360,1564,469,1095,210,2100,2025-07-21
FC_WA02,SKU001227,1586,488,1098,210,2100,2025-07-25
FC_WA02,SKU000603,554,158,396,84,840,2025-07-26
FC_WA02,SKU000029,1571,439,1132,210,2100,2025-07-23
FC_WA02,SKU001990,670,201,469,112,1120,2025-07-23
FC_WA02,SKU001040,511,153,358,84,840,2025-07-26
FC_WA02,SKU001927,558,202,356,84,840,2025-07-26
FC_WA02,SKU000645,626,190,436,112,1120,2025-07-27
FC_WA02,SKU001045,257,76,181,56,560,2025-07-24
FC_WA02,SKU001530,533,150,383,84,840,2025-07-21
FC_WA02,SKU001614,876,260,616,140,1400,2025-07-22
FC_WA02,SKU000056,545,166,379,84,840,2025-07-23
FC_WA02,SKU000872,825,268,557,140,1400,2025-07-24
FC_WA02,SKU001379,533,164,369,84,840,2025-07-21
FC_WA02,SKU001076,598,178,420,112,1120,2025-07-26
FC_WA02,SKU001185,582,175,407,112,1120,2025-07-27
FC_WA02,SKU000830,252,79,173,56,560,2025-07-21
FC_WA02,SKU000801,255,80,175,56,560,2025-07-21
FC_WA02,SKU000852,243,66,177,56,560,2025-07-21
FC_WA02,SKU001862,248,82,166,56,560,2025-07-26
FC_WA02,SKU000473,866,283,583,140,1400,2025-07-22
FC_WA02,SKU001957,1618,474,1144,210,2100,2025-07-27
FC_WA02,SKU000058,638,191,447,112,1120,2025-07-25
FC_WA02,SKU001838,1598,463,1135,210,2100,2025-07-26
FC_WA02,SKU000702,244,63,181,56,560,2025-07-22
FC_WA02,SKU000233,612,176,436,112,1120,2025-07-24
FC_WA02,SKU000422,265,77,188,56,560,2025-07-25
FC_WA02,SKU001546,254,81,173,56,560,2025-07-22
FC_WA02,SKU000026,617,198,419,112,1120,2025-07-24
FC_WA02,SKU000824,1541,427,1114,210,2100,2025-07-25
FC_WA02,SKU001940,1611,533,1078,210,2100,2025-07-22
FC_WA02,SKU001226,253,67,186,56,560,2025-07-24
FC_WA02,SKU001321,848,238,610,140,1400,2025-07-25
FC_WA02,SKU000234,534,143,391,84,840,2025-07-24
FC_WA02,SKU000116,1561,448,1113,210,2100,2025-07-27
FC_WA02,SKU001895,613,194,419,112,1120,2025-07-23
FC_WA02,SKU001110,261,83,178,56,560,2025-07-27
FC_WA02,SKU001249,648,166,482,112,1120,2025-07-26
FC_WA02,SKU000125,1578,462,1116,210,2100,2025-07-23
FC_WA02,SKU001162,647,180,467,112,1120,2025-07-25
FC_WA02,SKU001800,842,216,626,140,1400,2025-07-27
FC_WA02,SKU001938,1602,465,1137,210,2100,2025-07-21
FC_WA02,SKU000328,834,236,598,140,1400,2025-07-26
FC_WA02,SKU000424,618,183,435,112,1120,2025-07-23
FC_WA02,SKU000014,802,232,570,140,1400,2025-07-25
FC_WA02,SKU000832,534,157,377,84,840,2025-07-26
FC_WA02,SKU000688,822,242,580,140,1400,2025-07-21
FC_WA02,SKU001725,556,170,386,84,840,2025-07-27
FC_WA02,SKU001210,867,253,614,140,1400,2025-07-21
FC_WA02,SKU001087,228,82,146,56,560,2025-07-27
FC_WA02,SKU001864,538,143,395,84,840,2025-07-24
FC_WA02,SKU001214,1553,441,1112,210,2100,2025-07-23
FC_WA02,SKU001132,579,157,422,112,1120,2025-07-27
FC_WA02,SKU000870,1581,446,1135,210,2100,2025-07-27
FC_WA02,SKU000969,271,92,179,56,560,2025-07-21
FC_WA02,SKU001678,238,61,177,56,560,2025-07-25
FC_WA02,SKU000501,239,76,163,56,560,2025-07-27
FC_WA02,SKU001613,613,211,402,112,1120,2025-07-24
FC_WA02,SKU000525,599,185,414,112,1120,2025-07-27
FC_WA02,SKU001977,659,235,424,112,1120,2025-07-22
FC_WA02,SKU001283,786,221,565,140,1400,2025-07-26
FC_WA02,SKU000313,1608,455,1153,210,2100,2025-07-23
FC_WA02,SKU001202,547,174,373,84,840,2025-07-23
FC_WA02,SKU001781,271,86,185,56,560,2025-07-21
FC_WA02,SKU001676,1620,489,1131,210,2100,2025-07-21
FC_WA02,SKU001124,640,186,454,112,1120,2025-07-26
FC_WA02,SKU000009,553,168,385,84,840,2025-07-21
FC_WA02,SKU001268,268,88,180,56,560,2025-07-24
FC_WA02,SKU000668,810,212,598,140,1400,2025-07-25
FC_WA02,SKU001769,263,72,191,56,560,2025-07-24
FC_WA02,SKU000333,608,186,422,112,1120,2025-07-24
FC_WA02,SKU001393,290,93,197,56,560,2025-07-25
FC_WA02,SKU000998,878,241,637,140,1400,2025-07-21
FC_WA02,SKU000327,830,247,583,140,1400,2025-07-23
FC_WA02,SKU000251,254,84,170,56,560,2025-07-21
FC_WA02,SKU001839,840,298,542,140,1400,2025-07-21
FC_WA02,SKU000478,612,167,445,112,1120,2025-07-25
FC_WA02,SKU000745,614,179,435,112,1120,2025-07-21
FC_WA02,SKU001989,1623,505,1118,210,2100,2025-07-24
FC_WA02,SKU001209,281,84,197,56,560,2025-07-25
FC_WA02,SKU001398,581,184,397,84,840,2025-07-22
FC_WA02,SKU000973,242,81,161,56,560,2025-07-21
FC_WA02,SKU000929,1512,458,1054,210,2100,2025-07-27
FC_WA02,SKU001693,606,187,419,112,1120,2025-07-22
FC_WA02,SKU001619,828,260,568,140,1400,2025-07-27
FC_WA02,SKU000759,536,147,389,84,840,2025-07-26
FC_WA02,SKU000999,875,274,601,140,1400,2025-07-23
FC_WA02,SKU000946,242,77,165,56,560,2025-07-23
FC_WA02,SKU001343,575,161,414,84,840,2025-07-21
FC_WA02,SKU000036,863,267,596,140,1400,2025-07-21
FC_WA02,SKU000509,1518,477,1041,210,2100,2025-07-23
FC_WA02,SKU001548,835,263,572,140,1400,2025-07-26
FC_WA02,SKU000926,256,81,175,56,560,2025-07-25
FC_WA02,SKU001177,554,144,410,84,840,2025-07-23
FC_WA02,SKU001686,605,182,423,112,1120,2025-07-22
FC_WA02,SKU000136,245,62,183,56,560,2025-07-26
FC_WA02,SKU001490,544,159,385,84,840,2025-07-23
FC_WA02,SKU001207,810,247,563,140,1400,2025-07-23
FC_WA02,SKU000661,286,72,214,56,560,2025-07-23
FC_WA02,SKU001736,569,156,413,112,1120,2025-07-27
FC_WA02,SKU000099,801,221,580,140,1400,2025-07-23
FC_WA02,SKU001621,258,69,189,56,560,2025-07-26
FC_WA02,SKU001228,570,163,407,84,840,2025-07-24
FC_WA02,SKU000706,260,70,190,56,560,2025-07-21
FC_WA02,SKU001409,537,154,383,84,840,2025-07-24
FC_WA02,SKU001826,607,191,416,112,1120,2025-07-23
FC_WA02,SKU000023,632,200,432,112,1120,2025-07-22
FC_WA02,SKU001231,854,261,593,140,1400,2025-07-25
FC_WA02,SKU001478,821,241,580,140,1400,2025-07-21
FC_WA02,SKU000559,543,157,386,84,840,2025-07-25
FC_WA02,SKU000499,596,145,451,112,1120,2025-07-21
FC_WA02,SKU000355,833,223,610,140,1400,2025-07-24
FC_WA02,SKU001456,615,201,414,112,1120,2025-07-26
FC_WA02,SKU000993,625,184,441,112,1120,2025-07-23
FC_WA02,SKU001030,644,191,453,112,1120,2025-07-25
FC_WA02,SKU000510,1578,449,1129,210,2100,2025-07-23
FC_WA02,SKU000915,276,89,187,56,560,2025-07-24
FC_WA02,SKU001630,612,183,429,112,1120,2025-07-22
FC_WA02,SKU000259,1523,456,1067,210,2100,2025-07-22
FC_WA02,SKU001503,836,252,584,140,1400,2025-07-26
FC_WA02,SKU000458,232,62,170,56,560,2025-07-25
FC_WA02,SKU001275,232,67,165,56,560,2025-07-24
FC_WA02,SKU000812,822,238,584,140,1400,2025-07-23
FC_WA02,SKU000934,541,167,374,84,840,2025-07-21
FC_WA02,SKU000091,818,226,592,140,1400,2025-07-25
FC_WA02,SKU001055,564,167,397,112,1120,2025-07-23
FC_WA02,SKU001039,640,189,451,112,1120,2025-07-27
FC_WA02,SKU000677,247,71,176,56,560,2025-07-26
FC_WA02,SKU001180,866,229,637,140,1400,2025-07-23
FC_WA02,SKU001421,593,174,419,112,1120,2025-07-24
FC_WA02,SKU000758,558,170,388,84,840,2025-07-25
FC_WA02,SKU000894,584,173,411,112,1120,2025-07-22
FC_WA02,SKU000885,540,142,398,84,840,2025-07-23
FC_WA02,SKU001731,1585,510,1075,210,2100,2025-07-25
FC_WA02,SKU000446,1528,468,1060,210,2100,2025-07-26
FC_WA02,SKU000864,564,160,404,84,840,2025-07-24
FC_WA02,SKU000794,876,234,642,140,1400,2025-07-22
FC_WA02,SKU001595,1667,492,1175,210,2100,2025-07-26
FC_WA02,SKU001113,857,269,588,140,1400,2025-07-21
FC_WA02,SKU000084,603,193,410,112,1120,2025-07-25
FC_WA02,SKU001884,557,162,395,84,840,2025-07-21
FC_WA02,SKU001215,637,186,451,112,1120,2025-07-21
FC_WA02,SKU000938,254,62,192,56,560,2025-07-27
FC_WA02,SKU000873,600,194,406,112,1120,2025-07-26
FC_WA02,SKU000331,1612,479,1133,210,2100,2025-07-22
FC_WA02,SKU000591,230,67,163,56,560,2025-07-26
FC_WA02,SKU000596,552,168,384,84,840,2025-07-24
FC_WA02,SKU001046,626,201,425,112,1120,2025-07-21
FC_WA02,SKU000358,249,75,174,56,560,2025-07-24
FC_WA02,SKU001719,654,200,454,112,1120,2025-07-22
FC_WA02,SKU000052,254,85,169,56,560,2025-07-24
FC_WA02,SKU001775,628,189,439,112,1120,2025-07-23
FC_WA02,SKU000267,597,171,426,112,1120,2025-07-22
FC_WA02,SKU001424,1558,465,1093,210,2100,2025-07-25
FC_WA02,SKU000848,798,263,535,140,1400,2025-07-24
FC_WA02,SKU000089,258,84,174,56,560,2025-07-22
FC_WA02,SKU001171,1617,422,1195,210,2100,2025-07-21
FC_WA02,SKU000232,572,163,409,112,1120,2025-07-22
FC_WA02,SKU001540,836,223,613,140,1400,2025-07-23
FC_WA02,SKU000753,800,228,572,140,1400,2025-07-26
FC_WA02,SKU000533,268,99,169,56,560,2025-07-25
FC_WA02,SKU001301,627,174,453,112,1120,2025-07-26
FC_WA02,SKU000377,500,145,355,84,840,2025-07-24
FC_WA02,SKU000766,282,94,188,56,560,2025-07-21
FC_WA02,SKU000918,649,179,470,112,1120,2025-07-22
FC_WA02,SKU000348,630,178,452,112,1120,2025-07-25
FC_WA02,SKU000835,1588,483,1105,210,2100,2025-07-24
FC_WA02,SKU000621,247,67,180,56,560,2025-07-23
FC_WA02,SKU001609,1603,478,1125,210,2100,2025-07-26
FC_WA02,SKU001887,221,61,160,56,560,2025-07-21
FC_WA02,SKU001476,575,160,415,84,840,2025-07-21
FC_WA02,SKU000991,828,222,606,140,1400,2025-07-26
FC_WA02,SKU000797,1617,490,1127,210,2100,2025-07-22
FC_WA02,SKU000865,1569,499,1070,210,2100,2025-07-27
FC_WA02,SKU000669,232,57,175,56,560,2025-07-27
FC_WA02,SKU001730,228,82,146,56,560,2025-07-23
FC_WA02,SKU000728,843,284,559,140,1400,2025-07-23
FC_WA02,SKU000467,262,78,184,56,560,2025-07-23
FC_WA02,SKU001711,553,166,387,84,840,2025-07-27
FC_WA02,SKU001596,617,204,413,112,1120,2025-07-24
FC_WA02,SKU000109,622,208,414,112,1120,2025-07-23
FC_WA02,SKU001369,864,253,611,140,1400,2025-07-25
FC_WA02,SKU001528,559,156,403,84,840,2025-07-26
FC_WA02,SKU001103,612,186,426,112,1120,2025-07-23
FC_WA02,SKU000674,255,72,183,56,560,2025-07-27
FC_WA02,SKU000101,615,168,447,112,1120,2025-07-24
FC_WA02,SKU000655,1545,463,1082,210,2100,2025-07-27
FC_WA02,SKU000397,1586,470,1116,210,2100,2025-07-24
FC_WA02,SKU001396,622,194,428,112,1120,2025-07-25
FC_WA02,SKU000367,607,160,447,112,1120,2025-07-27
FC_WA02,SKU001105,1614,508,1106,210,2100,2025-07-27
FC_WA02,SKU001169,636,175,461,112,1120,2025-07-23
FC_WA02,SKU000689,239,66,173,56,560,2025-07-22
FC_WA02,SKU001471,850,266,584,140,1400,2025-07-24
FC_WA02,SKU001334,254,85,169,56,560,2025-07-21
FC_WA02,SKU001890,602,157,445,112,1120,2025-07-26
FC_WA02,SKU000475,588,173,415,84,840,2025-07-24
FC_WA02,SKU000954,847,243,604,140,1400,2025-07-26
FC_WA02,SKU000301,597,203,394,112,1120,2025-07-24
FC_WA02,SKU000265,848,250,598,140,1400,2025-07-23
FC_WA02,SKU000564,651,206,445,112,1120,2025-07-24
FC_WA02,SKU000715,518,154,364,84,840,2025-07-26
FC_WA02,SKU001910,1574,483,1091,210,2100,2025-07-26
FC_WA02,SKU001547,1571,488,1083,210,2100,2025-07-25
FC_WA02,SKU000809,622,171,451,112,1120,2025-07-25
FC_WA02,SKU001021,553,168,385,84,840,2025-07-25
FC_WA02,SKU000526,256,92,164,56,560,2025-07-24
FC_WA02,SKU001522,609,183,426,112,1120,2025-07-22
FC_WA02,SKU000687,492,141,351,84,840,2025-07-22
FC_WA02,SKU000995,1537,441,1096,210,2100,2025-07-27
FC_WA02,SKU001518,841,253,588,140,1400,2025-07-27
FC_WA02,SKU001322,1558,469,1089,210,2100,2025-07-25
FC_WA02,SKU001819,567,172,395,84,840,2025-07-26
FC_WA02,SKU001911,517,154,363,84,840,2025-07-23
