customer_id,registration_date,customer_type,city,state,zip_code,customer_segment,total_orders
C001185,2023-08-20,individual,,IL,35883,medium_frequency,5
C001186,2024-01-22,individual,New Ryan,OH,50424,low_frequency,0
C001187,2022-07-28,individual,East Lauren,NC,97303,medium_frequency,1
C001188,2024-08-12,individual,South Linda,NC,23649,medium_frequency,0
C001189,2024-11-26,individual,Porterhaven,NY,70491,medium_frequency,0
C001190,2024-10-22,individual,Kristenport,GA,33396,seasonal,1
C001191,2023-09-30,individual,South Coreyburgh,GA,08370,high_frequency,3
C001192,2022-09-24,individual,Port Jonathan,CA,83058,medium_frequency,1
C001193,2024-02-20,business,South Julieview,NY,47813,low_frequency,3
C001194,2023-05-07,individual,Annview,PA,45608,low_frequency,3
C001195,2024-02-25,individual,South Davidborough,NY,76110,seasonal,1
C001196,2023-06-09,individual,Port Justin,NC,43111,medium_frequency,2
C001197,2024-02-11,individual,Hamptonmouth,NC,10778,medium_frequency,0
C001198,2024-11-27,individual,Austinmouth,NC,83300,high_frequency,0
C001199,2024-08-31,individual,Port Gary,nc,44723,medium_frequency,1
C001200,2024-07-05,business,Welchshire,NC,53555,low_frequency,2
C001201,2024-09-09,individual,North Fernandobury,NC,41589,medium_frequency,0
C001202,2024-05-21,individual,Deniseview,NY,79850,low_frequency,2
C001203,2023-04-22,individual,Nelsonmouth,MI,48101,low_frequency,4
C001204,2024-11-08,individual,Gutierrezburgh,NC,03528,medium_frequency,0
C001205,2024-12-30,business,Lake Jimmy,MI,33484,high_frequency,0
C001206,2024-04-21,individual,East Garrettville,MI,13025,low_frequency,0
C001207,2024-12-15,individual,South Amytown,PA,52538,seasonal,0
C001208,2024-10-06,wholesale,North Joseberg,OH,11551,medium_frequency,0
C001209,2024-07-06,individual,Parkerbury,IL,97178,high_frequency,0
C001210,2023-10-28,business,Scottberg,OH,17707,low_frequency,1
C001211,2023-11-20,individual,North Austin,OH,47272,high_frequency,1
C001212,2023-09-15,individual,Michellemouth,TX,71356,low_frequency,2
C001213,2023-12-18,individual,Amyberg,TX,91939,medium_frequency,1
C001214,2024-12-28,individual,New Carla,GA,83213,medium_frequency,0
C001215,2023-06-01,individual,Millsside,TX,41088,low_frequency,0
C001216,2024-10-18,business,Timothybury,OH,12239,low_frequency,0
C001217,2023-06-13,business,Parkerchester,PA,34554,high_frequency,2
C001218,2024-09-17,individual,West Alex,FL,69093,high_frequency,0
C001219,2024-03-17,business,West Justin,OH,70637,medium_frequency,0
C001220,2023-07-21,individual,Lake Sandrafort,GA,39771,low_frequency,1
C001221,2023-01-30,individual,Port Russellport,OH,78751,high_frequency,5
C001222,2023-12-18,individual,Port Adrian,TX,49475,medium_frequency,2
C001223,2024-12-06,individual,South Nicole,TX,57793,medium_frequency,0
C001224,2024-08-07,individual,Wrightfurt,GA,50093,seasonal,1
C001225,2024-08-28,individual,West Christian,OH,82463,low_frequency,1
C001226,2023-10-12,individual,New Kathy,GA,80876,high_frequency,2
C001227,2024-01-08,individual,Justinside,GA,35736,low_frequency,2
C001228,2022-01-01,individual,Lopezland,OH,24409,low_frequency,5
C001229,2024-10-24,individual,West Daniel,IL,60183,medium_frequency,0
C001230,2024-06-26,individual,Nelsonfort,CA,25114,low_frequency,0
C001231,2023-03-27,individual,Andrewton,FL,70620,medium_frequency,2
C001232,2024-06-26,individual,East Teresaport,CA,35784,seasonal,1
C001233,2024-11-06,individual,Lake Samuel,PA,01576,medium_frequency,0
C001234,2024-12-13,business,North Edward,NY,65195,low_frequency,0
C001235,2024-09-06,individual,West Robert,NC,65826,low_frequency,0
C001236,2022-01-01,individual,Steventon,FL,43787,high_frequency,6
C001237,2022-01-01,individual,Port Karenberg,NC,07846,medium_frequency,5
C001238,2024-10-25,individual,Kimberlyland,OH,71698,medium_frequency,0
C001239,2024-04-16,individual,Whiteview,GA,50515,medium_frequency,1
C001240,2024-05-10,individual,North Theresabury,NC,50937,medium_frequency,1
C001241,2024-06-18,individual,Wrightton,IL,26607,medium_frequency,0
C001242,2022-09-30,business,Mossville,CA,68807,low_frequency,5
C001243,2024-09-03,individual,South Paul,FL,41409,high_frequency,0
C001244,2024-08-11,individual,Ericton,OH,98113,medium_frequency,1
C001245,2024-09-12,individual,West Timothyport,TX,26548,low_frequency,0
C001246,2024-10-08,individual,Paigeborough,NC,15302,high_frequency,0
C001247,2024-03-11,individual,Lake Ryan,PA,02475,high_frequency,2
C001248,2024-10-24,individual,,CA,16183,low_frequency,0
C001249,2022-05-11,individual,Mccormicktown,GA,06005,low_frequency,3
C001250,2024-09-20,individual,Barkerberg,CA,49180,medium_frequency,0
C001251,2024-11-18,individual,East Ericland,PA,90409,low_frequency,1
C001252,2024-09-25,individual,Sarahton,GA,08335,high_frequency,1
C001253,2024-07-02,individual,Deannaside,CA,14577,high_frequency,1
C001254,2023-11-16,individual,South Jesse,NY,73685,medium_frequency,3
C001255,2024-12-27,individual,Lindamouth,MI,96601,low_frequency,0
C001256,2023-05-08,individual,North Hannah,OH,47446,high_frequency,1
C001257,2024-09-17,individual,West Rachel,CA,64110,low_frequency,0
C001258,2024-11-23,individual,Hansenside,NC,91863,low_frequency,0
C001259,2024-06-25,individual,Lopezburgh,TX,71754,high_frequency,0
C001260,2022-08-28,individual,Mariomouth,GA,36588,high_frequency,2
C001261,2024-09-21,individual,North Amanda,OH,59402,medium_frequency,2
C001262,2024-03-10,individual,Loriside,TX,48619,medium_frequency,3
C001263,2024-06-03,wholesale,Smithhaven,TX,50182,medium_frequency,1
C001264,2024-11-19,business,North Christine,NY,48221,medium_frequency,2
C001265,2024-08-23,individual,West Jennifer,NC,86784,medium_frequency,2
C001266,2022-07-11,individual,Leefort,OH,72782,low_frequency,4
C001267,2024-12-04,business,New Justin,CA,54214,high_frequency,1
C001268,2024-03-18,individual,Danielhaven,TX,86863,low_frequency,1
C001269,2023-08-30,individual,North Maryberg,PA,23915,medium_frequency,4
C001270,2024-04-13,individual,East Danielborough,MI,13444,high_frequency,3
C001271,2024-12-25,individual,New Darlenefurt,OH,86736,medium_frequency,0
C001272,2024-08-30,individual,Foxshire,FL,34047,medium_frequency,3
C001273,2024-05-29,individual,West Jeffreyland,NY,02216,low_frequency,3
C001274,2024-08-17,individual,Lake Travis,PA,10981,medium_frequency,1
C001275,2024-06-20,individual,Owenton,IL,47808,low_frequency,2
C001276,2023-06-04,individual,Shortton,CA,81363,medium_frequency,2
C001277,2024-09-05,business,Allisonland,MI,40334,high_frequency,1
C001278,2023-10-19,business,East Susanville,NC,13768,low_frequency,2
C001279,2024-04-19,individual,New Paul,OH,25813,low_frequency,0
C001280,2024-05-07,individual,New Colleen,TX,23949,low_frequency,0
C001281,2024-10-14,individual,Reeseshire,NC,47419,low_frequency,1
C001282,2023-08-19,individual,Parkchester,NY,14145,medium_frequency,3
C001283,2023-04-14,individual,Port Henry,FL,53133,seasonal,4
C001284,2024-07-23,individual,Dianeside,NY,79133,low_frequency,1
C001285,2024-03-12,individual,Mahoneymouth,CA,72601,low_frequency,2
C001286,2024-09-23,individual,Meganchester,GA,83501,medium_frequency,0
C001287,2024-04-02,individual,Mckenziemouth,CA,80246,medium_frequency,2
C001288,2024-05-12,individual,New Amy,FL,49661,medium_frequency,3
C001289,2024-06-19,individual,Michaelmouth,PA,59155,medium_frequency,0
C001290,2024-02-22,business,Smithton,NC,37788,high_frequency,2
C001291,2024-09-21,individual,New Derekport,GA,01361,low_frequency,0
C001292,2024-08-23,individual,Traceyborough,IL,41776,high_frequency,0
C001293,2024-06-29,individual,Port Lynnview,GA,73070,low_frequency,1
C001294,2022-05-25,individual,North Benjamin,GA,47117,medium_frequency,2
C001295,2024-09-21,individual,East Joseph,GA,76805,low_frequency,0
C001296,2022-11-28,individual,East Jonathan,FL,39862,high_frequency,2
C001297,2024-08-08,individual,New Ricardoborough,CA,96742,seasonal,0
C001298,2024-12-29,individual,Lake Markfort,GA,23163,high_frequency,0
C001299,2022-11-15,individual,Petersenshire,IL,13000,medium_frequency,3
C001300,2024-11-27,individual,Benjaminshire,MI,50511,low_frequency,0
C001301,2022-01-01,individual,Port Brianmouth,IL,46104,medium_frequency,4
C001302,2022-07-05,individual,Butlerville,CA,30217,medium_frequency,2
C001303,2024-08-16,individual,Lake Kimberlyfurt,CA,07595,medium_frequency,2
C001304,2024-07-19,individual,Alicemouth,IL,71270,low_frequency,2
C001305,2024-08-01,individual,West Wayne,GA,29441,low_frequency,1
C001306,2024-06-30,individual,North Emily,MI,51996,low_frequency,1
C001307,2024-07-05,individual,Mullinsshire,OH,66656,high_frequency,0
C001308,2023-12-29,individual,East Ryanfurt,NC,19901,medium_frequency,0
C001309,2024-11-17,individual,West Christopher,CA,75400,medium_frequency,0
C001310,2024-05-04,individual,New Raymondland,FL,52736,low_frequency,0
C001311,2024-06-30,individual,Ayalaberg,CA,18178,medium_frequency,0
C001312,2024-04-03,individual,Hansenfort,GA,52316,low_frequency,2
C001313,2023-11-25,individual,New Christina,FL,96926,low_frequency,0
C001314,2024-12-22,individual,East Charles,OH,56870,high_frequency,0
C001315,2024-11-06,individual,Gailshire,FL,12244,medium_frequency,0
C001316,2024-01-31,individual,Lake Robertstad,NY,46154,low_frequency,2
C001317,2024-06-16,individual,West Melvin,PA,86406,low_frequency,3
C001318,2024-10-20,individual,Port Kevinstad,FL,81270,medium_frequency,0
C001319,2024-02-02,individual,Hansonmouth,OH,06383,low_frequency,6
C001320,2024-02-14,individual,East Gina,IL,20947,medium_frequency,2
C001321,2023-07-02,individual,North Jodibury,TX,81897,high_frequency,5
C001322,2023-10-10,individual,Port Marissa,TX,38208,medium_frequency,1
C001323,2024-10-05,individual,West Heatherville,IL,40493,medium_frequency,0
C001324,2023-10-13,business,Ruizmouth,TX,27896,low_frequency,3
C001325,2024-09-09,individual,East Amy,PA,98851,medium_frequency,0
C001326,2024-09-12,individual,Anaberg,MI,91605,medium_frequency,0
C001327,2023-06-07,individual,South Brandyhaven,CA,06200,high_frequency,3
C001328,2024-01-31,individual,Georgeport,MI,26806,medium_frequency,1
C001329,2022-09-18,individual,Briantown,TX,09230,low_frequency,3
C001330,2023-07-25,individual,Guerrerostad,GA,14642,seasonal,2
C001331,2024-05-01,individual,West Michellefurt,NC,30800,medium_frequency,1
C001332,2024-09-02,individual,Romeroville,FL,41848,medium_frequency,1
C001333,2023-05-13,individual,Delacruzside,MI,12038,medium_frequency,5
C001334,2023-12-05,individual,East Vincent,IL,60530,medium_frequency,5
C001335,2024-11-07,individual,North Johnhaven,FL,40468,low_frequency,0
C001336,2024-04-20,individual,Tracyburgh,PA,02909,seasonal,1
C001337,2023-01-06,individual,Gabriellestad,MI,82451,low_frequency,3
C001338,2024-12-26,individual,Joelhaven,NY,36660,seasonal,0
C001339,2024-08-09,individual,Lake Jonathanfurt,IL,04363,high_frequency,0
C001340,2024-01-18,individual,Jeremiahmouth,GA,51992,medium_frequency,2
C001341,2023-06-22,individual,North Jessica,FL,68752,medium_frequency,2
C001342,2024-09-21,individual,South John,NC,20522,low_frequency,0
C001343,2024-12-07,individual,Wallermouth,OH,59374,low_frequency,0
C001344,2024-12-11,individual,East Denise,OH,76657,high_frequency,0
C001345,2023-02-21,individual,Port Devin,CA,90748,medium_frequency,2
C001346,2024-01-15,business,South Wendy,PA,19526,medium_frequency,1
C001347,2024-07-26,individual,West Carlos,IL,70357,low_frequency,0
C001348,2023-07-18,business,East Lonnieberg,MI,95800,high_frequency,0
C001349,2024-04-09,individual,Port Lucaschester,NC,54404,medium_frequency,0
C001350,2024-01-02,individual,Scottview,TX,20418,medium_frequency,3
C001351,2024-09-09,individual,North David,GA,03934,medium_frequency,1
C001352,2024-11-17,individual,Catherinebury,IL,78667,medium_frequency,0
C001353,2024-12-06,individual,East Grace,tx,47590,medium_frequency,1
C001354,2024-03-06,individual,Lake Kimberlyberg,NY,66341,low_frequency,0
C001355,2022-01-01,individual,Josephstad,PA,24615,high_frequency,6
C001356,2024-12-27,individual,Henryberg,MI,21968,low_frequency,0
C001357,2024-11-11,individual,East Antonio,NC,02468,medium_frequency,1
C001358,2022-11-18,individual,Stephaniebury,MI,97804,medium_frequency,4
C001359,2024-09-06,individual,Port James,MI,23710,low_frequency,1
C001360,2023-11-22,individual,Camachofort,TX,90660,medium_frequency,0
C001361,2024-10-17,individual,Michellebury,CA,56541,medium_frequency,0
C001362,2023-10-23,business,Parsonsfurt,OH,94899,medium_frequency,2
C001363,2024-05-14,individual,Phillipshire,OH,78332,medium_frequency,3
C001364,2024-11-10,individual,New Danielmouth,FL,06060,medium_frequency,0
C001365,2023-05-07,individual,New Amanda,MI,96861,low_frequency,4
C001366,2022-11-01,individual,New Paulton,IL,25385,low_frequency,3
C001367,2024-07-04,individual,Scottport,IL,37976,seasonal,1
C001368,2024-10-16,individual,Jacksonport,MI,80865,seasonal,1
C001369,2022-03-21,individual,Lake Zacharyberg,CA,61263,medium_frequency,6
C001370,2024-01-05,business,Davishaven,TX,15334,medium_frequency,3
C001371,2023-05-27,individual,Port Brenda,IL,91742,medium_frequency,6
C001372,2024-09-20,individual,South Robert,PA,59599,medium_frequency,0
C001373,2023-12-21,individual,East Shawnborough,NC,60097,seasonal,1
C001374,2024-09-22,individual,West Marioburgh,NC,94659,medium_frequency,1
C001375,2024-10-19,business,North Dannymouth,NC,83610,low_frequency,0
C001376,2023-08-03,individual,Christopherfurt,NC,95773,medium_frequency,0
C001377,2024-09-20,individual,South Andrea,FL,06255,high_frequency,2
C001378,2024-05-10,individual,West Ariana,MI,86946,medium_frequency,2
C001379,2022-01-01,business,East Misty,MI,23945,high_frequency,9
C001380,2024-12-24,individual,South Kylemouth,OH,38352,low_frequency,0
C001381,2023-10-17,individual,North Rachel,OH,27089,medium_frequency,1
C001382,2022-04-14,individual,New Kathytown,GA,60616,medium_frequency,4
C001383,2024-04-11,business,Foleyside,CA,01254,medium_frequency,1
C001384,2024-02-16,individual,Youngshire,FL,86939,low_frequency,4
C001385,2024-08-25,individual,Chavezmouth,TX,10908,seasonal,0
C001386,2024-11-29,business,East Nicoleview,OH,81734,low_frequency,0
C001387,2024-11-17,individual,North Jack,FL,07718,medium_frequency,0
C001388,2024-10-08,individual,Benjaminton,IL,87925,low_frequency,0
C001389,2023-04-09,individual,Markland,IL,06927,high_frequency,5
C001390,2024-05-13,business,South Victoriaburgh,NY,88593,medium_frequency,1
C001391,2024-04-12,individual,Cherylshire,TX,74186,medium_frequency,0
C001392,2024-09-27,individual,South Kara,FL,47711,medium_frequency,1
C001393,2023-04-13,individual,North Kaylamouth,MI,48810,medium_frequency,2
C001394,2024-12-11,individual,Wilkinschester,MI,72652,medium_frequency,0
C001395,2022-01-01,individual,West Thomasville,GA,91546,low_frequency,7
C001396,2022-01-01,individual,Markchester,IL,69267,high_frequency,6
C001397,2024-12-13,individual,Lake Jason,FL,08127,high_frequency,0
C001398,2024-06-09,individual,New Jessicahaven,fl,11992,low_frequency,0
C001399,2024-11-17,individual,Ramseyport,CA,56475,medium_frequency,1
C001400,2024-09-16,individual,Jordanshire,NC,82190,seasonal,0
C001401,2024-08-03,individual,Sarashire,GA,65564,low_frequency,1
C001402,2024-12-12,individual,Vasquezburgh,NC,80377,seasonal,0
C001403,2024-11-04,individual,Lake Kelly,PA,25870,seasonal,0
C001404,2023-04-07,individual,North Andrewville,TX,97162,seasonal,4
C001405,2024-07-02,individual,Port Christina,NC,54847,low_frequency,0
C001406,2024-04-14,individual,Williamsstad,FL,73955,medium_frequency,1
C001407,2022-12-18,individual,North Danielle,OH,90942,high_frequency,3
C001408,2024-09-12,individual,Jonathanland,NC,40841,medium_frequency,0
C001409,2023-05-03,business,Williammouth,OH,01304,high_frequency,3
C001410,2024-01-22,business,Lake Mathewfurt,NC,95449,medium_frequency,3
C001411,2024-09-13,individual,Port Gregorymouth,FL,44795,high_frequency,0
C001412,2024-10-04,business,Hendrickston,PA,85127,low_frequency,0
C001413,2024-03-27,individual,,FL,60875,medium_frequency,0
C001414,2023-01-30,individual,Stevenchester,GA,97833,seasonal,4
C001415,2024-09-06,individual,Port Adrianashire,IL,95523,high_frequency,0
C001416,2022-01-01,individual,Angelatown,CA,27798,medium_frequency,3
C001417,2023-04-20,individual,Laurenstad,CA,09179,low_frequency,5
C001418,2024-06-07,individual,West Mary,GA,44954,medium_frequency,1
C001419,2024-04-11,individual,Simsburgh,FL,75340,medium_frequency,2
C001420,2024-09-29,individual,Lopezville,OH,99006,medium_frequency,0
C001421,2024-05-29,business,Janetmouth,NY,93541,medium_frequency,0
C001422,2022-12-10,individual,West Robertfort,GA,31649,low_frequency,2
C001423,2023-09-25,individual,Shannonport,NY,28830,medium_frequency,0
C001424,2024-09-10,individual,Gregorystad,NC,05402,high_frequency,2
C001425,2022-01-01,business,North Scott,IL,03769,medium_frequency,6
C001426,2023-10-30,individual,Steinberg,NC,25432,medium_frequency,1
C001427,2024-10-28,individual,Sandrahaven,OH,41180,low_frequency,0
C001428,2024-09-26,individual,Douglasville,GA,68153,high_frequency,0
C001429,2023-08-16,individual,,MI,60711,high_frequency,3
C001430,2024-10-14,individual,Reeveshaven,OH,15683,medium_frequency,1
C001431,2024-05-30,individual,West Sarahland,MI,44185,medium_frequency,0
C001432,2024-06-24,individual,Smallville,TX,68734,low_frequency,0
C001433,2024-11-27,individual,Andrewport,PA,84236,low_frequency,0
C001434,2022-01-01,individual,West James,NY,38061,medium_frequency,4
C001435,2024-12-19,individual,Amandamouth,NY,88466,low_frequency,0
C001436,2022-03-23,individual,West Edwardview,TX,15503,medium_frequency,5
C001437,2024-10-10,individual,New Anitaville,OH,27577,high_frequency,1
C001438,2022-11-25,individual,Andreaview,GA,19055,medium_frequency,2
C001439,2024-10-04,individual,Audreyburgh,MI,09838,medium_frequency,1
C001440,2024-04-15,individual,Christinamouth,PA,71355,high_frequency,2
C001441,2022-01-01,individual,Williamstown,NC,62201,seasonal,6
C001442,2023-09-27,individual,North Patrickland,GA,56398,medium_frequency,3
C001443,2023-07-01,business,Whiteshire,PA,83006,medium_frequency,4
C001444,2024-08-16,individual,Jensenport,NC,44060,low_frequency,0
C001445,2023-07-01,individual,Lake Katherine,MI,70425,seasonal,4
C001446,2024-11-07,business,Port Kathyshire,MI,17775,medium_frequency,0
C001447,2022-08-06,business,Port Leahmouth,NC,13249,seasonal,2
C001448,2024-02-27,individual,Collinsmouth,MI,62176,high_frequency,0
C001449,2023-08-10,individual,East Douglas,TX,81364,medium_frequency,1
C001450,2024-08-04,individual,Robertafurt,OH,24533,medium_frequency,2
C001451,2024-03-17,individual,Kristinamouth,TX,59913,medium_frequency,2
C001452,2024-09-25,individual,Johnsonfort,NY,15297,high_frequency,0
C001453,2024-11-12,individual,Timothyburgh,NY,37497,seasonal,0
C001454,2024-05-17,individual,Cassandraberg,CA,67078,medium_frequency,0
C001455,2024-10-26,individual,South Lisaville,PA,43213,medium_frequency,0
C001456,2022-09-13,individual,Port Kevinmouth,CA,53036,medium_frequency,4
C001457,2024-02-20,individual,Allenbury,PA,72321,low_frequency,3
C001458,2024-09-16,individual,South Patrick,PA,45159,low_frequency,0
C001459,2024-06-05,individual,Port Heather,MI,57012,high_frequency,1
C001460,2024-06-07,wholesale,Bradleymouth,OH,71873,medium_frequency,0
C001461,2024-11-20,individual,East Elaine,NY,10710,medium_frequency,0
C001462,2024-05-15,individual,Wilsonmouth,OH,43148,medium_frequency,2
C001463,2024-11-10,individual,Port Seanport,MI,53689,medium_frequency,0
C001464,2024-10-01,individual,New Danielfurt,IL,43415,low_frequency,2
C001465,2024-07-05,individual,Newmanton,IL,12367,high_frequency,0
C001466,2023-10-05,individual,Port Dominic,NC,76623,low_frequency,4
C001467,2023-01-18,individual,Port Dwayneberg,OH,59873,seasonal,4
C001468,2024-09-10,individual,Petershire,FL,59111,seasonal,2
C001469,2022-01-01,individual,East Erin,CA,41998,low_frequency,5
C001470,2022-01-01,wholesale,Ashleyport,FL,57481,low_frequency,6
C001471,2023-12-17,individual,Veronicashire,TX,01565,low_frequency,1
C001472,2024-09-14,individual,Abbottport,PA,08681,medium_frequency,0
C001473,2024-10-04,individual,Rachelton,MI,00611,medium_frequency,1
C001474,2024-06-10,individual,Danielport,MI,04588,high_frequency,1
C001475,2024-06-28,business,South Jacqueline,PA,52178,medium_frequency,0
C001476,2022-01-01,individual,Jenniferfurt,MI,50513,seasonal,7
C001477,2023-11-30,individual,Gardnerburgh,MI,62743,low_frequency,2
C001478,2024-11-12,individual,East Angela,CA,47724,medium_frequency,0
C001479,2024-11-06,individual,Mooreberg,GA,18101,high_frequency,0
C001480,2024-04-26,business,North Deborahberg,PA,95048,seasonal,1
C001481,2024-02-24,individual,Barrettberg,NC,11598,medium_frequency,0
C001482,2024-09-20,individual,Lake Linda,PA,60273,low_frequency,1
C001483,2022-07-31,individual,Hansonmouth,GA,67271,high_frequency,1
C001484,2023-02-22,individual,Arnoldmouth,NC,50926,high_frequency,7
C001485,2024-02-16,individual,Jeremiahchester,MI,79743,medium_frequency,1
C001486,2024-10-16,individual,New Tyronebury,PA,93841,medium_frequency,0
C001487,2022-01-18,individual,Robertside,PA,76044,medium_frequency,9
C001488,2024-02-24,individual,Arthurton,CA,74969,high_frequency,2
C001489,2024-08-31,wholesale,Bushville,MI,76557,medium_frequency,2
C001490,2024-09-11,individual,Nixonland,GA,19124,medium_frequency,0
C001491,2023-11-16,individual,Stevenland,FL,69098,low_frequency,3
C001492,2023-10-25,individual,East Thomasland,NC,90163,medium_frequency,2
C001493,2022-01-01,individual,Chloemouth,FL,70628,low_frequency,6
C001494,2024-08-07,individual,South Shawnfort,MI,75731,medium_frequency,1
C001495,2023-06-24,individual,Robertport,OH,38408,low_frequency,7
C001496,2023-11-19,individual,North Heather,GA,78834,low_frequency,1
C001497,2023-12-23,individual,Jessicashire,CA,34637,medium_frequency,1
C001498,2022-01-01,individual,,TX,75586,high_frequency,9
C001499,2024-10-21,individual,Lake Veronicatown,MI,38094,low_frequency,0
C001500,2024-12-25,business,Millerhaven,GA,10575,medium_frequency,0
C001501,2022-07-28,individual,Johnathanview,CA,36574,medium_frequency,4
C001502,2022-09-30,individual,Alexisville,NY,79645,medium_frequency,4
C001503,2023-08-05,individual,New Joanne,IL,86897,medium_frequency,1
C001504,2022-01-01,individual,Woodburgh,OH,34743,medium_frequency,7
C001505,2024-12-10,individual,South Henry,OH,69626,seasonal,0
C001506,2024-09-09,business,West Traceyberg,IL,78560,seasonal,0
C001507,2024-10-07,individual,Port Tyler,FL,54626,seasonal,3
C001508,2023-11-06,individual,Youngmouth,CA,95659,medium_frequency,5
C001509,2024-12-04,individual,East Becky,FL,45730,medium_frequency,0
C001510,2024-11-20,individual,Lake Josephville,CA,07385,high_frequency,0
C001511,2024-06-12,individual,South Raymond,FL,40001,high_frequency,2
C001512,2024-03-18,individual,Reeseside,FL,31127,low_frequency,2
C001513,2024-07-24,individual,Vegafurt,PA,62706,low_frequency,0
C001514,2024-10-02,individual,Dustinchester,OH,02055,medium_frequency,1
C001515,2024-10-23,individual,Saramouth,TX,50571,high_frequency,1
C001516,2022-01-01,individual,Suzanneton,FL,13262,low_frequency,3
C001517,2024-05-15,individual,Stephaniechester,MI,80518,high_frequency,3
C001518,2024-09-20,individual,Matthewview,TX,13382,low_frequency,0
C001519,2023-01-20,individual,Destinyfurt,FL,60939,medium_frequency,2
C001520,2024-06-08,individual,Lake Emily,TX,26050,low_frequency,0
C001521,2024-11-23,individual,Ericaburgh,CA,41561,medium_frequency,0
C001522,2024-09-22,individual,Lake Alanland,FL,02068,seasonal,0
C001523,2024-09-08,business,Davisville,NY,90350,high_frequency,2
C001524,2024-09-13,individual,Bellport,FL,33517,low_frequency,0
C001525,2024-11-03,individual,North Andrew,TX,12551,low_frequency,0
C001526,2024-02-04,individual,New Dianeborough,MI,79063,medium_frequency,3
C001527,2024-09-07,individual,Lake Susanland,NC,79758,seasonal,1
C001528,2024-12-01,individual,South Diana,CA,85423,low_frequency,0
C001529,2022-07-11,individual,North Heather,il,33706,seasonal,3
C001530,2022-01-01,business,Stevenland,CA,84227,high_frequency,6
C001531,2024-11-22,individual,Livingstonview,TX,56466,medium_frequency,0
C001532,2024-09-11,individual,Jonathanland,NY,36845,medium_frequency,1
C001533,2024-01-03,individual,South Paulton,OH,34348,seasonal,1
C001534,2023-04-13,individual,Gregoryland,PA,64951,seasonal,2
C001535,2024-11-14,individual,New Philip,NY,85105,high_frequency,0
C001536,2024-08-19,individual,Rodriguezside,MI,57026,medium_frequency,0
C001537,2023-09-07,individual,New Dawn,NC,58379,low_frequency,1
C001538,2024-04-21,individual,Dakotaland,PA,09730,low_frequency,2
C001539,2022-01-01,individual,Kimberlytown,GA,65735,medium_frequency,2
C001540,2023-05-30,individual,Lake Danielle,MI,05460,medium_frequency,5
C001541,2023-09-29,individual,Adamsmouth,NY,51793,low_frequency,2
C001542,2024-11-04,individual,New Jasminefort,PA,63171,medium_frequency,1
C001543,2024-05-27,individual,Powellland,GA,71296,medium_frequency,0
C001544,2022-01-01,individual,North Patrick,GA,90843,low_frequency,2
C001545,2024-06-23,individual,Martinezside,GA,47545,low_frequency,1
C001546,2022-02-03,individual,Evelynfurt,TX,07735,low_frequency,4
C001547,2024-12-28,individual,West Amandamouth,NC,11046,medium_frequency,0
C001548,2022-11-24,individual,Hodgesport,OH,85408,high_frequency,6
C001549,2024-10-20,individual,East Angela,MI,50854,medium_frequency,0
C001550,2023-03-25,individual,West Heather,PA,14495,low_frequency,1
C001551,2024-12-20,individual,Tommouth,CA,96881,low_frequency,0
C001552,2024-10-08,individual,East Austin,OH,03825,medium_frequency,2
C001553,2024-06-01,individual,South Paul,NY,71352,medium_frequency,0
C001554,2023-05-22,individual,Victormouth,GA,02652,seasonal,5
C001555,2023-09-24,individual,West Brianton,CA,53651,medium_frequency,1
C001556,2024-09-19,business,East Lindsayhaven,PA,60580,medium_frequency,1
C001557,2024-05-01,business,Lake Beth,PA,09942,medium_frequency,0
C001558,2024-05-22,individual,Lake Donaldtown,NC,62264,low_frequency,1
C001559,2024-05-28,individual,East Jacquelineberg,NC,02383,low_frequency,0
C001560,2024-06-23,business,Lake Brendan,TX,40784,medium_frequency,0
C001561,2024-11-12,individual,South Cherylshire,MI,08884,seasonal,0
C001562,2023-11-26,individual,North Tylerbury,CA,08772,seasonal,4
C001563,2024-06-08,individual,South Matthew,IL,97222,low_frequency,0
C001564,2024-08-28,individual,Nguyenshire,CA,72051,seasonal,0
C001565,2024-01-18,business,West Mary,NC,28449,low_frequency,0
C001566,2024-09-17,wholesale,New Glennland,TX,16327,medium_frequency,1
C001567,2022-01-01,individual,Donaldchester,TX,22527,medium_frequency,4
C001568,2024-12-15,individual,Angelamouth,NC,32435,low_frequency,0
C001569,2022-11-19,business,East Craigfurt,TX,21178,high_frequency,4
C001570,2024-12-28,individual,South Christophertown,TX,24017,medium_frequency,0
C001571,2022-01-01,individual,Lake Deniseport,NC,55056,medium_frequency,4
C001572,2024-11-13,individual,Schwartzborough,NY,19255,high_frequency,0
C001573,2023-07-13,individual,Alexandrachester,IL,31860,medium_frequency,3
C001574,2024-11-06,individual,New Heather,FL,78655,low_frequency,0
C001575,2023-11-19,individual,Lake Vincent,MI,12038,high_frequency,0
C001576,2023-04-03,individual,Michaeltown,GA,73601,seasonal,7
C001577,2022-01-01,individual,East David,IL,69995,medium_frequency,5
C001578,2024-12-12,individual,New Michaelside,GA,67025,seasonal,0
C001579,2024-09-05,individual,South Kaylee,TX,86920,seasonal,2
C001580,2024-12-14,individual,West Brian,NY,15270,seasonal,0
C001581,2024-12-25,individual,Lake Megan,IL,62683,low_frequency,0
C001582,2024-12-26,individual,Thompsonton,FL,07582,low_frequency,0
C001583,2024-12-03,individual,Justinchester,NY,33450,medium_frequency,1
