movement_id,fc_id,sku_id,movement_type,quantity,movement_date,reference_id
MOV819364,FC_IL06,SKU000664,receipt,35,2025-07-14,REF69669
MOV982852,FC_TX03,SKU000126,receipt,45,2025-07-15,REF87392
MOV780145,FC_CA01,SKU000400,shipment,11,2025-07-08,REF44601
MOV881109,FC_TX03,SKU000834,adjustment,29,2025-06-17,REF87341
MOV635872,FC_NJ05,SKU001212,adjustment,12,2025-05-21,REF10864
MOV225783,FC_FL07,SKU001280,transfer_in,11,2025-06-18,REF65780
MOV962412,FC_NJ05,SKU000275,shipment,12,2025-05-03,REF80214
MOV130048,FC_IL06,SKU001170,transfer_out,36,2025-07-12,REF71438
MOV485470,FC_GA04,SKU000278,adjustment,38,2025-07-14,REF38848
MOV701348,FC_IL06,SKU000457,transfer_in,26,2025-05-21,REF96457
MOV837311,FC_IL06,SKU001774,receipt,34,2025-07-08,REF87324
MOV679296,FC_FL07,SKU000451,transfer_in,38,2025-07-22,REF57276
MOV903694,FC_TX03,SKU000276,shipment,16,2025-06-04,REF69170
MOV899668,FC_CA01,SKU000703,transfer_in,38,2025-07-12,REF65532
MOV921556,FC_IL06,SKU001246,transfer_out,29,2025-04-29,REF13779
MOV894071,FC_GA04,SKU001853,transfer_out,29,2025-07-06,REF43045
MOV290187,FC_FL07,SKU000325,shipment,23,2025-06-14,REF15219
MOV718639,FC_IL06,SKU000299,adjustment,40,2025-06-17,REF41414
MOV731536,FC_GA04,SKU001210,transfer_out,44,2025-06-07,REF53978
MOV405855,FC_GA04,SKU001465,shipment,39,2025-07-09,REF78885
MOV759153,FC_CA01,SKU000672,receipt,17,2025-06-24,REF49296
MOV762617,FC_IL06,SKU000621,transfer_in,38,2025-05-18,REF99377
MOV887559,FC_TX03,SKU000863,transfer_in,21,2025-05-19,REF77359
MOV776698,FC_TX03,SKU000976,transfer_out,14,2025-04-29,REF58124
MOV327643,FC_NJ05,SKU001638,transfer_out,20,2025-07-25,REF63869
MOV342543,FC_CA01,SKU000622,receipt,14,2025-05-23,REF68158
MOV928477,FC_GA04,SKU000896,shipment,27,2025-07-26,REF92640
MOV183398,FC_CA01,SKU000621,transfer_in,15,2025-07-04,REF60758
MOV619472,FC_TX03,SKU001267,transfer_out,8,2025-06-16,REF15337
MOV370197,FC_IL06,SKU001801,receipt,32,2025-07-13,REF68203
MOV783591,FC_WA02,SKU000121,adjustment,11,2025-07-02,REF82626
MOV164824,FC_FL07,SKU000206,adjustment,29,2025-06-01,REF92600
MOV818475,FC_IL06,SKU001598,transfer_in,42,2025-07-15,REF50636
MOV362534,FC_GA04,SKU000151,shipment,2,2025-06-01,REF27188
MOV714197,FC_NJ05,SKU000410,adjustment,6,2025-05-15,REF58580
MOV639669,FC_IL06,SKU000081,transfer_in,19,2025-05-17,REF44350
MOV708529,FC_CA01,SKU000994,transfer_out,27,2025-05-09,REF47618
MOV672916,FC_GA04,SKU000410,transfer_in,46,2025-04-29,REF83194
MOV569904,FC_NJ05,SKU001436,shipment,1,2025-05-24,REF52775
MOV699589,FC_FL07,SKU000817,adjustment,33,2025-05-15,REF22676
MOV782437,FC_IL06,SKU001090,transfer_in,1,2025-06-17,REF85115
MOV312276,FC_FL07,SKU000458,receipt,42,2025-05-08,REF15207
MOV463401,FC_CA01,SKU001891,transfer_in,38,2025-06-18,REF72980
MOV507734,FC_NJ05,SKU001192,adjustment,46,2025-07-12,REF78229
MOV519220,FC_IL06,SKU000930,receipt,24,2025-07-16,REF88825
MOV864813,FC_GA04,SKU001392,receipt,18,2025-05-23,REF59797
MOV168701,FC_GA04,SKU000110,adjustment,8,2025-06-21,REF46647
MOV986683,FC_GA04,SKU001087,receipt,32,2025-05-07,REF60354
MOV437957,FC_WA02,SKU001829,shipment,12,2025-07-09,REF75290
MOV165575,FC_FL07,SKU000403,transfer_in,5,2025-05-24,REF23594
MOV794062,FC_FL07,SKU000377,transfer_out,16,2025-06-16,REF82307
MOV808452,FC_GA04,SKU001788,shipment,15,2025-06-11,REF50920
MOV908562,FC_IL06,SKU000382,receipt,13,2025-07-03,REF25515
MOV131362,FC_FL07,SKU001271,shipment,49,2025-05-30,REF62580
MOV531357,FC_IL06,SKU000129,transfer_out,3,2025-05-17,REF27000
MOV531555,FC_FL07,SKU000944,adjustment,36,2025-07-25,REF33363
MOV984871,FC_CA01,SKU001095,shipment,22,2025-05-25,REF65425
MOV328709,FC_WA02,SKU000015,receipt,28,2025-07-27,REF14178
MOV288990,FC_FL07,SKU001052,transfer_in,42,2025-07-12,REF54580
MOV890142,FC_NJ05,SKU001099,adjustment,8,2025-07-09,REF99555
MOV769111,FC_IL06,SKU000254,receipt,36,2025-06-15,REF81150
MOV872475,FC_GA04,SKU000201,transfer_out,12,2025-06-08,REF54171
MOV988588,FC_NJ05,SKU000373,receipt,11,2025-05-21,REF53937
MOV603895,FC_WA02,SKU001679,adjustment,12,2025-06-21,REF60272
MOV539443,FC_WA02,SKU000198,shipment,16,2025-06-05,REF70323
MOV323809,FC_IL06,SKU000126,transfer_out,29,2025-06-09,REF13685
MOV329553,FC_CA01,SKU001174,transfer_out,33,2025-07-27,REF29032
MOV201143,FC_TX03,SKU000964,transfer_in,38,2025-05-09,REF93673
MOV809193,FC_TX03,SKU001242,shipment,35,2025-07-07,REF31809
MOV390748,FC_TX03,SKU001109,shipment,26,2025-05-30,REF83625
MOV550361,FC_CA01,SKU000441,transfer_in,44,2025-05-06,REF56916
MOV388067,FC_FL07,SKU000994,shipment,38,2025-06-14,REF90119
MOV706049,FC_TX03,SKU001653,shipment,3,2025-06-17,REF49113
MOV378398,FC_NJ05,SKU000388,receipt,23,2025-07-04,REF23276
MOV671279,FC_FL07,SKU001404,shipment,10,2025-07-03,REF55623
MOV169547,FC_GA04,SKU000062,transfer_in,46,2025-06-26,REF87900
MOV531044,FC_CA01,SKU000662,receipt,10,2025-06-17,REF36665
MOV824069,FC_GA04,SKU001431,transfer_in,17,2025-05-14,REF73026
MOV877987,FC_GA04,SKU000844,adjustment,47,2025-06-08,REF28497
MOV927939,FC_CA01,SKU000475,shipment,30,2025-07-18,REF79883
MOV717157,FC_IL06,SKU001353,transfer_out,38,2025-06-29,REF17634
MOV635871,FC_TX03,SKU000418,transfer_in,10,2025-05-12,REF38765
MOV608529,FC_WA02,SKU000643,adjustment,8,2025-05-09,REF13622
MOV491867,FC_TX03,SKU000095,transfer_out,45,2025-06-25,REF64890
MOV111807,FC_CA01,SKU001951,transfer_out,49,2025-05-14,REF35864
MOV336839,FC_TX03,SKU000668,adjustment,13,2025-07-05,REF89574
MOV634346,FC_FL07,SKU000388,receipt,20,2025-04-30,REF46232
MOV567354,FC_NJ05,SKU000973,transfer_out,11,2025-07-06,REF42178
MOV259738,FC_GA04,SKU001770,adjustment,19,2025-07-27,REF74321
MOV924851,FC_WA02,SKU001340,receipt,25,2025-05-16,REF26894
MOV385908,FC_NJ05,SKU001054,adjustment,36,2025-05-17,REF74151
MOV430966,FC_CA01,SKU001181,transfer_in,1,2025-06-20,REF22828
MOV207604,FC_WA02,SKU001826,receipt,14,2025-06-09,REF27560
MOV460640,FC_TX03,SKU001679,shipment,49,2025-06-23,REF61190
MOV880694,FC_CA01,SKU001930,transfer_out,48,2025-06-27,REF68487
MOV167783,FC_GA04,SKU001554,shipment,42,2025-06-16,REF58275
MOV173933,FC_WA02,SKU001143,transfer_out,7,2025-05-10,REF45180
MOV802319,FC_IL06,SKU001085,shipment,30,2025-07-26,REF67900
MOV563007,FC_FL07,SKU001446,receipt,10,2025-06-13,REF25624
MOV502480,FC_WA02,SKU000401,transfer_out,5,2025-05-18,REF25243
MOV821297,FC_TX03,SKU000517,transfer_in,16,2025-05-29,REF90669
MOV307998,FC_TX03,SKU000836,shipment,26,2025-06-18,REF16612
MOV722769,FC_IL06,SKU000699,transfer_in,10,2025-07-15,REF62632
MOV249241,FC_CA01,SKU001675,receipt,45,2025-07-01,REF70899
MOV636288,FC_GA04,SKU000510,adjustment,48,2025-07-10,REF61698
MOV918807,FC_NJ05,SKU001183,transfer_out,32,2025-05-09,REF22245
MOV643653,FC_WA02,SKU000634,shipment,46,2025-07-10,REF85201
MOV168672,FC_WA02,SKU000543,receipt,31,2025-06-22,REF31592
MOV685681,FC_FL07,SKU001313,adjustment,1,2025-05-21,REF99953
MOV849649,FC_IL06,SKU001348,receipt,30,2025-05-26,REF99688
MOV381535,FC_NJ05,SKU000411,shipment,27,2025-05-02,REF27118
MOV554766,FC_CA01,SKU001790,adjustment,21,2025-06-30,REF15956
MOV800606,FC_IL06,SKU000085,receipt,44,2025-06-17,REF39451
MOV449049,FC_GA04,SKU000669,transfer_in,26,2025-07-02,REF82775
MOV868389,FC_CA01,SKU001112,receipt,8,2025-06-20,REF84261
MOV587125,FC_WA02,SKU000191,shipment,21,2025-05-26,REF93121
MOV771084,FC_GA04,SKU000696,adjustment,46,2025-05-19,REF59113
MOV776926,FC_FL07,SKU000221,receipt,42,2025-05-28,REF17965
MOV992609,FC_WA02,SKU000361,transfer_in,20,2025-07-13,REF76725
MOV932761,FC_TX03,SKU000622,receipt,8,2025-05-29,REF81904
MOV404276,FC_WA02,SKU000591,shipment,32,2025-05-14,REF10186
MOV414095,FC_WA02,SKU000374,receipt,3,2025-06-27,REF57500
MOV759062,FC_IL06,SKU000091,adjustment,26,2025-05-23,REF90837
MOV287891,FC_TX03,SKU000295,transfer_in,41,2025-06-16,REF74928
MOV507512,FC_NJ05,SKU001384,transfer_in,33,2025-07-27,REF71293
MOV802264,FC_NJ05,SKU000178,transfer_in,6,2025-05-31,REF66817
MOV573157,FC_IL06,SKU001653,transfer_out,21,2025-05-29,REF39819
MOV886476,FC_GA04,SKU001684,transfer_in,22,2025-06-18,REF63651
MOV528864,FC_IL06,SKU001958,transfer_out,20,2025-06-22,REF77761
MOV179892,FC_FL07,SKU001545,adjustment,40,2025-05-29,REF54894
MOV776787,FC_IL06,SKU001578,adjustment,31,2025-05-19,REF87553
MOV965835,FC_NJ05,SKU000552,adjustment,45,2025-05-11,REF98138
MOV421580,FC_NJ05,SKU000857,transfer_out,11,2025-07-17,REF21420
MOV934493,FC_TX03,SKU001862,receipt,30,2025-05-18,REF36579
MOV612151,FC_TX03,SKU000073,adjustment,6,2025-05-18,REF34654
MOV941978,FC_TX03,SKU000867,transfer_out,38,2025-05-15,REF61807
MOV790783,FC_IL06,SKU000470,transfer_out,39,2025-05-28,REF16806
MOV645731,FC_GA04,SKU000301,receipt,14,2025-05-08,REF88735
MOV766497,FC_NJ05,SKU000470,transfer_out,31,2025-05-28,REF50650
MOV400469,FC_CA01,SKU000096,receipt,7,2025-06-22,REF84784
MOV163065,FC_NJ05,SKU000601,shipment,47,2025-07-12,REF29115
MOV125057,FC_CA01,SKU000152,shipment,34,2025-06-18,REF48881
MOV247297,FC_TX03,SKU000037,adjustment,27,2025-07-15,REF71285
MOV344984,FC_TX03,SKU000622,receipt,17,2025-06-02,REF89978
MOV709807,FC_CA01,SKU001878,shipment,46,2025-05-09,REF84935
MOV234000,FC_TX03,SKU000910,transfer_in,8,2025-05-08,REF51375
MOV599656,FC_IL06,SKU001051,shipment,20,2025-07-02,REF76432
MOV548792,FC_WA02,SKU000910,adjustment,22,2025-07-17,REF43711
MOV838967,FC_NJ05,SKU000805,transfer_in,30,2025-05-25,REF79570
MOV967160,FC_IL06,SKU000807,adjustment,13,2025-07-10,REF31387
MOV690978,FC_TX03,SKU001448,transfer_out,20,2025-06-10,REF20392
MOV944800,FC_WA02,SKU000058,receipt,19,2025-05-15,REF11651
MOV928017,FC_NJ05,SKU001706,adjustment,41,2025-05-29,REF29424
MOV807778,FC_FL07,SKU000290,transfer_in,27,2025-07-23,REF76915
MOV569087,FC_GA04,SKU000359,transfer_in,5,2025-05-01,REF14664
MOV226043,FC_IL06,SKU001149,adjustment,27,2025-06-23,REF16247
MOV494967,FC_NJ05,SKU000651,transfer_out,27,2025-05-14,REF47482
MOV547424,FC_IL06,SKU000256,transfer_out,8,2025-07-11,REF58839
MOV259582,FC_NJ05,SKU000606,shipment,27,2025-07-25,REF18609
MOV758836,FC_NJ05,SKU000699,receipt,43,2025-07-02,REF26521
MOV258729,FC_TX03,SKU000407,receipt,23,2025-06-02,REF63149
MOV261039,FC_GA04,SKU000404,transfer_out,10,2025-05-23,REF48067
MOV329530,FC_NJ05,SKU000462,adjustment,15,2025-06-12,REF64374
MOV938852,FC_IL06,SKU001926,shipment,33,2025-05-13,REF89895
MOV263831,FC_FL07,SKU000794,adjustment,44,2025-07-08,REF14988
MOV544430,FC_CA01,SKU001984,adjustment,35,2025-06-08,REF55918
MOV373044,FC_IL06,SKU001683,receipt,29,2025-06-03,REF64336
MOV773986,FC_GA04,SKU000757,shipment,33,2025-06-29,REF65121
MOV920567,FC_FL07,SKU000359,transfer_out,12,2025-06-16,REF17061
MOV298855,FC_IL06,SKU001499,shipment,32,2025-06-10,REF16289
MOV561212,FC_GA04,SKU001626,adjustment,24,2025-05-03,REF18796
MOV965254,FC_GA04,SKU000658,receipt,13,2025-05-03,REF84183
MOV492919,FC_TX03,SKU000882,shipment,30,2025-07-07,REF57850
MOV607069,FC_IL06,SKU001433,adjustment,49,2025-07-13,REF56307
MOV344991,FC_WA02,SKU001682,receipt,23,2025-07-26,REF76537
MOV654173,FC_WA02,SKU000269,adjustment,10,2025-07-08,REF26926
MOV459313,FC_WA02,SKU001561,adjustment,34,2025-07-13,REF69389
MOV682622,FC_FL07,SKU001918,adjustment,42,2025-05-23,REF36983
MOV581225,FC_FL07,SKU001703,receipt,4,2025-05-08,REF23477
MOV598674,FC_GA04,SKU001372,receipt,35,2025-06-30,REF19404
MOV983555,FC_NJ05,SKU001517,shipment,9,2025-07-03,REF82917
MOV467469,FC_CA01,SKU001288,adjustment,7,2025-07-20,REF94211
MOV523071,FC_FL07,SKU000083,receipt,20,2025-06-27,REF24011
MOV821548,FC_GA04,SKU000308,adjustment,9,2025-05-05,REF71922
MOV982832,FC_TX03,SKU000002,adjustment,31,2025-07-17,REF81629
MOV184808,FC_GA04,SKU000664,adjustment,43,2025-06-16,REF83432
MOV611389,FC_FL07,SKU000088,receipt,31,2025-07-15,REF53125
MOV935520,FC_IL06,SKU000274,transfer_in,20,2025-06-17,REF21589
MOV476881,FC_NJ05,SKU001012,transfer_in,45,2025-06-21,REF87278
MOV926712,FC_CA01,SKU000134,transfer_in,28,2025-05-10,REF79269
MOV761195,FC_CA01,SKU001135,transfer_in,47,2025-07-25,REF66274
MOV245758,FC_IL06,SKU000449,shipment,24,2025-05-21,REF88908
MOV315361,FC_NJ05,SKU001161,shipment,41,2025-06-13,REF77940
MOV380308,FC_NJ05,SKU001884,adjustment,45,2025-05-04,REF75989
MOV779342,FC_CA01,SKU000937,receipt,40,2025-06-12,REF18869
MOV703003,FC_TX03,SKU001060,receipt,39,2025-06-03,REF72497
MOV182874,FC_IL06,SKU000053,shipment,39,2025-06-01,REF62729
MOV969288,FC_WA02,SKU000033,adjustment,21,2025-07-23,REF33176
MOV898565,FC_FL07,SKU000822,shipment,45,2025-05-09,REF11254
MOV151226,FC_TX03,SKU000228,receipt,30,2025-07-18,REF12439
MOV370908,FC_WA02,SKU000189,shipment,12,2025-07-25,REF73855
MOV841229,FC_WA02,SKU001630,transfer_in,23,2025-07-14,REF19171
MOV927158,FC_WA02,SKU000422,adjustment,12,2025-06-23,REF48193
MOV146723,FC_TX03,SKU000098,receipt,30,2025-06-10,REF95938
MOV444474,FC_IL06,SKU000923,transfer_in,7,2025-07-24,REF66795
MOV640969,FC_CA01,SKU000511,shipment,20,2025-05-31,REF87557
MOV140318,FC_CA01,SKU000474,transfer_out,8,2025-07-16,REF17218
MOV303098,FC_IL06,SKU001624,transfer_out,16,2025-07-25,REF68222
MOV104334,FC_TX03,SKU001539,transfer_out,24,2025-07-24,REF81031
MOV537214,FC_WA02,SKU000363,adjustment,16,2025-07-23,REF18290
MOV417287,FC_TX03,SKU000306,transfer_out,21,2025-06-09,REF36903
MOV717685,FC_IL06,SKU000371,receipt,18,2025-05-06,REF17087
MOV248614,FC_WA02,SKU000932,transfer_in,2,2025-07-14,REF70278
MOV764158,FC_IL06,SKU000505,transfer_in,45,2025-05-27,REF32720
MOV327786,FC_NJ05,SKU000226,shipment,40,2025-06-13,REF76361
MOV303524,FC_FL07,SKU000881,transfer_out,5,2025-06-11,REF95046
MOV544126,FC_CA01,SKU001430,transfer_out,44,2025-05-12,REF41064
MOV216038,FC_FL07,SKU000440,transfer_in,3,2025-07-08,REF46052
MOV594621,FC_WA02,SKU001208,transfer_in,33,2025-04-29,REF22166
MOV252702,FC_WA02,SKU000473,transfer_in,48,2025-06-06,REF99837
MOV118878,FC_TX03,SKU000338,transfer_in,15,2025-07-10,REF58523
MOV526661,FC_TX03,SKU000606,receipt,42,2025-07-25,REF30565
MOV754679,FC_IL06,SKU001836,transfer_in,40,2025-05-11,REF62814
MOV506537,FC_GA04,SKU000565,shipment,15,2025-06-25,REF31282
MOV345175,FC_IL06,SKU001279,adjustment,27,2025-06-05,REF27567
MOV154737,FC_CA01,SKU000220,shipment,21,2025-05-08,REF40422
MOV403147,FC_IL06,SKU000090,adjustment,38,2025-05-12,REF23333
MOV363688,FC_CA01,SKU001346,adjustment,44,2025-07-07,REF76773
MOV958991,FC_WA02,SKU000733,transfer_out,18,2025-06-16,REF67296
MOV340335,FC_FL07,SKU000625,transfer_out,30,2025-05-02,REF29298
MOV839091,FC_IL06,SKU001523,transfer_in,2,2025-06-25,REF75604
MOV513126,FC_NJ05,SKU000017,transfer_in,44,2025-05-11,REF75832
MOV214892,FC_IL06,SKU001478,adjustment,24,2025-05-06,REF82218
MOV118700,FC_NJ05,SKU000130,receipt,5,2025-05-18,REF25686
MOV716647,FC_TX03,SKU001809,adjustment,41,2025-06-05,REF78251
MOV669636,FC_TX03,SKU001432,receipt,17,2025-05-31,REF35178
MOV482433,FC_IL06,SKU000552,transfer_in,23,2025-06-25,REF19044
MOV301178,FC_WA02,SKU000201,adjustment,33,2025-07-09,REF55763
MOV629081,FC_TX03,SKU000987,shipment,33,2025-05-17,REF98287
MOV549073,FC_IL06,SKU000758,shipment,3,2025-05-23,REF75256
MOV869339,FC_NJ05,SKU000393,shipment,4,2025-05-26,REF68539
MOV650473,FC_FL07,SKU000921,transfer_out,6,2025-07-27,REF78585
MOV834117,FC_WA02,SKU001746,receipt,43,2025-06-19,REF28547
MOV411442,FC_TX03,SKU000552,transfer_out,5,2025-05-31,REF99855
MOV749756,FC_WA02,SKU001826,adjustment,23,2025-07-24,REF26327
MOV737364,FC_CA01,SKU001235,shipment,16,2025-06-18,REF75321
MOV659709,FC_NJ05,SKU000896,adjustment,4,2025-05-09,REF38385
MOV323716,FC_IL06,SKU000122,adjustment,35,2025-06-23,REF25786
MOV926392,FC_FL07,SKU000122,transfer_out,32,2025-06-15,REF29474
MOV307290,FC_NJ05,SKU000622,shipment,36,2025-07-11,REF27055
MOV680526,FC_GA04,SKU001954,adjustment,38,2025-06-18,REF30676
MOV774330,FC_WA02,SKU001406,transfer_out,24,2025-07-12,REF39498
MOV748830,FC_TX03,SKU001852,transfer_in,32,2025-05-16,REF69956
MOV435165,FC_CA01,SKU000918,transfer_in,4,2025-05-28,REF22147
MOV914237,FC_WA02,SKU001293,transfer_out,18,2025-05-18,REF79449
MOV595214,FC_WA02,SKU001226,adjustment,6,2025-05-03,REF58818
MOV434387,FC_TX03,SKU000699,shipment,16,2025-05-26,REF46891
MOV128189,FC_CA01,SKU001475,transfer_out,38,2025-07-15,REF53969
MOV822667,FC_WA02,SKU000214,adjustment,22,2025-05-27,REF73739
MOV438649,FC_FL07,SKU000183,adjustment,30,2025-06-02,REF35186
MOV291778,FC_NJ05,SKU001227,adjustment,13,2025-05-27,REF24783
MOV311241,FC_NJ05,SKU000813,adjustment,15,2025-06-08,REF91209
MOV142534,FC_FL07,SKU000374,receipt,19,2025-07-16,REF72496
MOV135873,FC_GA04,SKU001050,receipt,28,2025-07-15,REF30728
MOV860007,FC_CA01,SKU001264,shipment,12,2025-06-30,REF49239
MOV712232,FC_CA01,SKU000393,receipt,6,2025-06-27,REF25373
MOV390897,FC_WA02,SKU000988,transfer_in,36,2025-07-03,REF23782
MOV113210,FC_GA04,SKU000531,receipt,42,2025-07-04,REF71568
MOV202815,FC_TX03,SKU000893,adjustment,47,2025-06-13,REF82220
MOV581425,FC_GA04,SKU001468,transfer_out,7,2025-06-17,REF84051
MOV541142,FC_GA04,SKU000112,transfer_in,2,2025-06-16,REF56696
MOV875573,FC_FL07,SKU000639,transfer_in,23,2025-05-18,REF60160
MOV110811,FC_FL07,SKU000340,receipt,43,2025-04-29,REF46169
MOV974067,FC_WA02,SKU001067,receipt,48,2025-07-13,REF51077
MOV887335,FC_TX03,SKU001585,transfer_in,43,2025-05-28,REF54805
MOV622302,FC_WA02,SKU000626,transfer_out,49,2025-06-26,REF46957
MOV246477,FC_WA02,SKU001315,adjustment,49,2025-06-16,REF58461
MOV341423,FC_IL06,SKU001588,adjustment,17,2025-06-13,REF38129
MOV576836,FC_NJ05,SKU001940,adjustment,2,2025-05-19,REF31781
MOV515751,FC_WA02,SKU000405,shipment,35,2025-07-20,REF85431
MOV462057,FC_FL07,SKU001953,adjustment,43,2025-05-18,REF69115
MOV254382,FC_NJ05,SKU001917,transfer_out,30,2025-05-23,REF50936
MOV387284,FC_IL06,SKU000579,receipt,1,2025-06-23,REF72430
MOV858778,FC_NJ05,SKU000695,shipment,32,2025-05-10,REF31420
MOV266731,FC_WA02,SKU000616,transfer_out,35,2025-06-04,REF87539
MOV429746,FC_IL06,SKU001582,transfer_out,30,2025-05-06,REF48024
MOV780752,FC_TX03,SKU001686,receipt,46,2025-07-24,REF93510
MOV353895,FC_WA02,SKU001331,adjustment,3,2025-06-08,REF88310
MOV270072,FC_TX03,SKU001591,adjustment,19,2025-07-27,REF16096
MOV163051,FC_GA04,SKU000995,receipt,17,2025-06-24,REF22635
MOV914239,FC_TX03,SKU001447,adjustment,45,2025-05-12,REF55340
MOV853387,FC_CA01,SKU000558,adjustment,29,2025-07-16,REF76970
MOV491896,FC_TX03,SKU000600,transfer_out,21,2025-05-21,REF50891
MOV880629,FC_TX03,SKU001801,receipt,44,2025-05-03,REF27618
MOV730722,FC_TX03,SKU001798,shipment,35,2025-06-15,REF12211
MOV632680,FC_WA02,SKU001634,transfer_in,46,2025-07-27,REF85479
MOV471860,FC_NJ05,SKU000354,transfer_out,7,2025-05-21,REF76530
MOV922595,FC_WA02,SKU000507,transfer_out,16,2025-07-06,REF89855
MOV595102,FC_WA02,SKU000146,adjustment,46,2025-05-01,REF67053
MOV795731,FC_TX03,SKU000455,transfer_out,6,2025-05-24,REF14603
MOV180328,FC_IL06,SKU001788,transfer_in,17,2025-05-18,REF74759
MOV382608,FC_CA01,SKU001061,adjustment,1,2025-06-21,REF85331
MOV511058,FC_GA04,SKU000812,receipt,45,2025-07-18,REF75504
MOV683773,FC_IL06,SKU001515,transfer_in,39,2025-07-16,REF27072
MOV549274,FC_IL06,SKU001206,transfer_in,36,2025-07-19,REF39180
MOV614087,FC_WA02,SKU001930,receipt,20,2025-06-04,REF89770
MOV232495,FC_IL06,SKU000885,transfer_in,7,2025-05-24,REF62126
MOV172607,FC_GA04,SKU000856,transfer_in,47,2025-04-29,REF53375
MOV855133,FC_CA01,SKU001717,adjustment,38,2025-07-26,REF84903
MOV760533,FC_FL07,SKU000256,transfer_out,37,2025-06-26,REF94729
MOV355490,FC_NJ05,SKU000617,receipt,23,2025-05-09,REF81535
MOV124125,FC_TX03,SKU000407,adjustment,11,2025-05-27,REF97453
MOV414694,FC_CA01,SKU000554,transfer_in,25,2025-07-13,REF73488
MOV738708,FC_FL07,SKU000656,adjustment,36,2025-05-26,REF13362
MOV443508,FC_TX03,SKU001206,adjustment,4,2025-05-02,REF53005
MOV922337,FC_NJ05,SKU000394,transfer_out,15,2025-05-09,REF53705
MOV713855,FC_IL06,SKU000080,receipt,41,2025-05-25,REF89306
MOV113382,FC_WA02,SKU001458,transfer_out,11,2025-06-07,REF17955
MOV354307,FC_WA02,SKU001441,receipt,13,2025-05-31,REF65027
MOV764302,FC_FL07,SKU000715,adjustment,2,2025-07-14,REF31127
MOV583709,FC_FL07,SKU001764,transfer_in,48,2025-04-30,REF60494
MOV179089,FC_GA04,SKU001047,adjustment,48,2025-04-30,REF96087
MOV479578,FC_IL06,SKU000975,adjustment,26,2025-05-02,REF17628
MOV908253,FC_FL07,SKU000426,adjustment,14,2025-06-26,REF22983
MOV609040,FC_NJ05,SKU001278,shipment,9,2025-07-16,REF23749
MOV750223,FC_NJ05,SKU000839,transfer_out,28,2025-06-29,REF57622
MOV356516,FC_TX03,SKU001482,shipment,27,2025-06-10,REF29567
MOV683082,FC_FL07,SKU000268,transfer_out,4,2025-07-24,REF22593
MOV583630,FC_FL07,SKU000122,receipt,23,2025-06-14,REF44352
MOV106377,FC_IL06,SKU000349,receipt,7,2025-06-22,REF90635
MOV684869,FC_CA01,SKU000228,transfer_out,35,2025-06-18,REF50825
MOV596436,FC_FL07,SKU000939,transfer_out,10,2025-06-24,REF67857
MOV481169,FC_WA02,SKU000772,receipt,41,2025-07-01,REF37815
MOV178544,FC_NJ05,SKU000911,shipment,49,2025-07-14,REF99198
MOV854231,FC_IL06,SKU000753,transfer_out,44,2025-05-10,REF57518
MOV873364,FC_IL06,SKU001850,adjustment,42,2025-07-21,REF48070
MOV438029,FC_TX03,SKU002000,adjustment,42,2025-07-10,REF18399
MOV541512,FC_CA01,SKU000315,transfer_in,42,2025-05-28,REF38122
MOV881684,FC_WA02,SKU000002,adjustment,28,2025-05-22,REF94016
MOV718035,FC_NJ05,SKU001524,shipment,3,2025-06-19,REF27092
MOV644782,FC_CA01,SKU001823,transfer_in,14,2025-06-19,REF40788
MOV504482,FC_GA04,SKU001780,transfer_out,31,2025-07-19,REF70534
MOV101658,FC_CA01,SKU001785,receipt,49,2025-05-02,REF87740
MOV577226,FC_FL07,SKU000817,transfer_in,1,2025-05-23,REF23768
MOV991435,FC_IL06,SKU000025,shipment,10,2025-07-17,REF82371
MOV674823,FC_IL06,SKU001186,transfer_in,22,2025-06-08,REF82278
MOV923175,FC_NJ05,SKU000868,shipment,21,2025-05-12,REF82378
MOV820682,FC_CA01,SKU000069,receipt,25,2025-07-24,REF74381
MOV865770,FC_GA04,SKU000314,adjustment,29,2025-06-02,REF74165
MOV200650,FC_TX03,SKU000716,transfer_in,6,2025-06-25,REF98353
MOV668217,FC_TX03,SKU001874,adjustment,23,2025-06-21,REF70271
MOV962951,FC_GA04,SKU001285,shipment,9,2025-05-17,REF93084
MOV911582,FC_CA01,SKU000490,adjustment,14,2025-07-04,REF35346
MOV154508,FC_NJ05,SKU001357,adjustment,21,2025-07-04,REF67559
MOV457545,FC_GA04,SKU000652,adjustment,38,2025-07-05,REF55486
MOV970375,FC_FL07,SKU001083,shipment,42,2025-06-13,REF81989
MOV526615,FC_NJ05,SKU000192,transfer_out,13,2025-07-18,REF95225
MOV198697,FC_CA01,SKU001530,transfer_in,4,2025-06-04,REF51503
MOV681157,FC_WA02,SKU000273,transfer_in,47,2025-05-23,REF23144
MOV879385,FC_GA04,SKU001528,transfer_in,34,2025-07-15,REF35760
MOV976265,FC_GA04,SKU001813,shipment,44,2025-04-29,REF14851
MOV867980,FC_TX03,SKU000728,adjustment,48,2025-07-20,REF91265
MOV314260,FC_IL06,SKU001753,shipment,25,2025-05-14,REF31508
MOV122802,FC_TX03,SKU000016,transfer_in,30,2025-06-07,REF48312
MOV521353,FC_NJ05,SKU001389,adjustment,2,2025-05-16,REF12820
MOV540451,FC_IL06,SKU000524,adjustment,41,2025-07-01,REF66122
