order_id,sku_id,quantity,unit_price,line_total
ORD00003675,SKU001859,2,44.2,88.4
ORD00003675,SKU000855,1,129.39,129.39
ORD00003676,SKU000949,2,1333.97,2667.94
ORD00003677,SKU001789,1,10.79,10.79
ORD00003677,SKU000764,1,68.46,68.46
ORD00003678,SKU000072,1,88.97,88.97
ORD00003678,SKU000591,1,5.48,5.48
ORD00003678,SKU001363,1,9.36,9.36
ORD00003679,SKU001125,1,36.06,36.06
ORD00003680,SKU001441,1,37.91,37.91
ORD00003680,SKU001378,1,47.55,47.55
ORD00003681,SKU001744,2,23.45,46.9
ORD00003681,SKU000717,1,37.95,37.95
ORD00003682,SKU001730,2,8.88,17.76
ORD00003682,SKU000645,1,41.04,41.04
ORD00003683,SKU001234,1,52.46,52.46
ORD00003684,SKU000276,1,14.39,14.39
ORD00003684,SKU000238,2,8.82,17.64
ORD00003684,SKU000929,1,53.57,53.57
ORD00003685,SKU000420,1,42.68,42.68
ORD00003686,SKU000903,1,45.96,45.96
ORD00003686,SKU001010,1,16.46,16.46
ORD00003687,SKU000462,1,60.69,60.69
ORD00003687,SKU001979,1,65.85,65.85
ORD00003688,SKU000313,2,22.2,44.4
ORD00003689,SKU000719,3,168.19,504.57
ORD00003690,SKU001121,1,9.7,9.7
ORD00003690,SKU000117,2,530.3,1060.6
ORD00003690,SKU001503,1,383.95,383.95
ORD00003690,SKU001319,2,24.18,48.36
ORD00003691,SKU000176,1,155.26,155.26
ORD00003691,SKU001524,2,67.05,134.1
ORD00003692,SKU001156,1,292.76,292.76
ORD00003692,SKU000504,2,53.59,107.18
ORD00003693,SKU000135,1,25.3,25.3
ORD00003693,SKU001614,1,87.51,87.51
ORD00003694,SKU001726,1,23.42,23.42
ORD00003695,SKU000949,3,1333.97,4001.91
ORD00003696,SKU001953,3,15.56,46.68
ORD00003697,SKU000469,1,5.06,5.06
ORD00003697,SKU001175,2,388.59,777.18
ORD00003698,SKU000789,1,168.73,168.73
ORD00003699,SKU000733,1,21.63,21.63
ORD00003699,SKU001779,3,34.91,104.72999999999999
ORD00003700,SKU001324,1,9.59,9.59
ORD00003700,SKU000604,1,47.5,47.5
ORD00003701,SKU001406,1,10.42,10.42
ORD00003701,SKU000764,1,68.46,68.46
ORD00003702,SKU001058,1,17.36,17.36
ORD00003703,SKU001683,1,8.34,8.34
ORD00003703,SKU000004,1,190.87,190.87
ORD00003703,SKU001664,3,14.88,44.64
ORD00003704,SKU001594,1,168.12,168.12
ORD00003704,SKU001378,1,47.55,47.55
ORD00003704,SKU001351,2,112.98,225.96
ORD00003705,SKU000474,1,769.95,769.95
ORD00003705,SKU001842,1,19.45,19.45
ORD00003705,SKU001106,1,60.47,60.47
ORD00003705,SKU000344,2,319.52,639.04
ORD00003706,SKU001088,1,60.25,60.25
ORD00003706,SKU000744,1,322.31,322.31
ORD00003707,SKU001756,2,10.42,20.84
ORD00003708,SKU000977,1,1.47,1.47
ORD00003709,SKU000269,1,38.43,38.43
ORD00003710,SKU001098,1,5.87,5.87
ORD00003711,SKU001415,1,10.34,10.34
ORD00003711,SKU000882,1,98.5,98.5
ORD00003711,SKU000655,1,24.35,24.35
ORD00003711,SKU001851,1,29.7,29.7
ORD00003712,SKU000500,1,26.26,26.26
ORD00003713,SKU000442,1,1.79,1.79
ORD00003713,SKU000164,1,171.07,171.07
ORD00003714,SKU000006,2,88.12,176.24
ORD00003714,SKU001287,3,87.15,261.45000000000005
ORD00003714,SKU001249,2,55.44,110.88
ORD00003714,SKU001087,1,9.23,9.23
ORD00003715,SKU000579,2,82.46,164.92
ORD00003716,SKU000170,2,203.89,407.78
ORD00003716,SKU001689,1,210.52,210.52
ORD00003716,SKU000546,1,26.65,26.65
ORD00003717,SKU000042,1,40.35,40.35
ORD00003718,SKU001603,1,7.01,7.01
ORD00003718,SKU000654,2,25.35,50.7
ORD00003719,SKU000282,1,85.94,85.94
ORD00003719,SKU000156,2,6.49,12.98
ORD00003720,SKU001779,1,34.91,34.91
ORD00003721,SKU001275,1,15.2,15.2
ORD00003721,SKU000556,1,62.99,62.99
ORD00003721,SKU000190,2,110.07,220.14
ORD00003721,SKU000400,1,61.69,61.69
ORD00003722,SKU000252,1,50.54,50.54
ORD00003722,SKU001247,1,290.12,290.12
ORD00003722,SKU001836,1,9.8,9.8
ORD00003722,SKU001661,1,6.26,6.26
ORD00003723,SKU001431,1,166.61,166.61
ORD00003723,SKU001631,2,283.8,567.6
ORD00003723,SKU000917,1,156.17,156.17
ORD00003724,SKU001840,1,70.45,70.45
ORD00003724,SKU000670,1,19.11,19.11
ORD00003725,SKU000527,3,29.23,87.69
ORD00003726,SKU001911,1,255.69,255.69
ORD00003726,SKU000008,1,27.3,27.3
ORD00003726,SKU001017,1,353.36,353.36
ORD00003726,SKU001591,1,250.68,250.68
ORD00003727,SKU001701,1,464.11,464.11
ORD00003727,SKU001519,1,79.56,79.56
ORD00003728,SKU000580,3,287.69,863.0699999999999
ORD00003728,SKU001176,1,76.92,76.92
ORD00003728,SKU001671,1,111.96,111.96
ORD00003729,SKU000523,1,76.25,76.25
ORD00003729,SKU001032,1,188.16,188.16
ORD00003729,SKU001658,1,57.94,57.94
ORD00003729,SKU000205,1,16.97,16.97
ORD00003730,SKU001182,2,393.23,786.46
ORD00003731,SKU001110,1,12.18,12.18
ORD00003732,SKU000320,2,10.78,21.56
ORD00003732,SKU000827,1,57.21,57.21
ORD00003732,SKU000328,1,182.71,182.71
ORD00003733,SKU000432,1,20.34,20.34
ORD00003733,SKU000235,1,18.71,18.71
ORD00003733,SKU000533,2,19.54,39.08
ORD00003734,SKU000793,1,27.25,27.25
ORD00003735,SKU000684,2,50.87,101.74
ORD00003736,SKU001560,2,135.33,270.66
ORD00003736,SKU000026,2,107.59,215.18
ORD00003736,SKU001235,2,20.85,41.7
ORD00003736,SKU000263,1,443.8,443.8
ORD00003737,SKU000638,2,127.67,255.34
ORD00003737,SKU001697,1,557.53,557.53
ORD00003738,SKU001060,1,69.95,69.95
ORD00003738,SKU000281,2,5.98,11.96
ORD00003738,SKU001925,1,106.94,106.94
ORD00003739,SKU000968,1,69.86,69.86
ORD00003739,SKU001689,2,210.52,421.04
ORD00003740,SKU001936,1,35.73,35.73
ORD00003740,SKU000281,1,5.98,5.98
ORD00003741,SKU001271,1,263.39,263.39
ORD00003741,SKU000621,1,14.51,14.51
ORD00003742,SKU001024,2,47.83,95.66
ORD00003743,SKU001595,1,32.37,32.37
ORD00003743,SKU000297,1,92.62,92.62
ORD00003744,SKU000807,2,41.8,83.6
ORD00003744,SKU001357,1,147.94,147.94
ORD00003744,SKU001814,1,173.26,173.26
ORD00003744,SKU000748,1,205.23,205.23
ORD00003745,SKU001461,1,7.14,7.14
ORD00003745,SKU001397,1,97.22,97.22
ORD00003745,SKU000910,1,6.63,6.63
ORD00003746,SKU000638,2,127.67,255.34
ORD00003746,SKU000159,2,44.85,89.7
ORD00003746,SKU001437,2,273.16,546.32
ORD00003747,SKU001105,1,81.79,81.79
ORD00003748,SKU000830,2,5.87,11.74
ORD00003748,SKU000930,2,55.6,111.2
ORD00003748,SKU000403,1,20.48,20.48
ORD00003749,SKU000076,3,202.8,608.4000000000001
ORD00003749,SKU000473,1,554.62,554.62
ORD00003749,SKU001506,1,41.85,41.85
ORD00003750,SKU001559,1,38.49,38.49
ORD00003750,SKU001627,1,689.87,689.87
ORD00003750,SKU001465,1,605.93,605.93
ORD00003750,SKU001424,1,58.35,58.35
ORD00003751,SKU000202,1,150.07,150.07
ORD00003751,SKU000815,1,28.37,28.37
ORD00003751,SKU001407,1,584.6,584.6
ORD00003752,SKU000600,1,317.36,317.36
ORD00003753,SKU001061,1,143.99,143.99
ORD00003753,SKU001285,1,20.86,20.86
ORD00003753,SKU000128,1,21.57,21.57
ORD00003754,SKU001826,2,19.11,38.22
ORD00003754,SKU000116,3,18.54,55.62
ORD00003754,SKU000967,1,292.35,292.35
ORD00003754,SKU000911,2,9.6,19.2
ORD00003755,SKU001442,1,287.91,287.91
ORD00003756,SKU001939,2,72.05,144.1
ORD00003756,SKU000074,1,41.52,41.52
ORD00003756,SKU000259,2,12.28,24.56
ORD00003756,SKU000419,1,128.56,128.56
ORD00003757,SKU000178,1,97.33,97.33
ORD00003757,SKU000254,2,489.21,978.42
ORD00003757,SKU000534,1,59.48,59.48
ORD00003757,SKU001289,1,56.07,56.07
ORD00003757,SKU001119,1,12.61,12.61
ORD00003758,SKU001396,1,28.74,28.74
ORD00003759,SKU001385,1,313.95,313.95
ORD00003760,SKU001124,1,36.82,36.82
ORD00003761,SKU001655,1,23.41,23.41
ORD00003761,SKU000354,1,30.86,30.86
ORD00003761,SKU001624,2,31.94,63.88
ORD00003762,SKU001831,1,87.08,87.08
ORD00003763,SKU001272,2,132.81,265.62
ORD00003763,SKU001411,2,37.5,75.0
ORD00003763,SKU001844,2,128.82,257.64
ORD00003763,SKU000325,2,274.16,548.32
ORD00003764,SKU000035,2,451.45,902.9
ORD00003764,SKU000528,1,1165.63,1165.63
ORD00003764,SKU001317,1,89.25,89.25
ORD00003765,SKU000853,1,20.95,20.95
ORD00003766,SKU001231,2,136.08,272.16
ORD00003767,SKU000859,2,38.61,77.22
ORD00003767,SKU001918,2,184.13,368.26
ORD00003768,SKU000920,2,15.01,30.02
ORD00003768,SKU001184,2,55.4,110.8
ORD00003769,SKU001725,1,46.07,46.07
ORD00003769,SKU000803,1,97.69,97.69
ORD00003769,SKU001760,3,77.34,232.02
ORD00003769,SKU001153,2,142.45,284.9
ORD00003770,SKU000270,1,15.64,15.64
ORD00003770,SKU001229,1,23.5,23.5
ORD00003770,SKU001057,1,128.08,128.08
ORD00003770,SKU001333,1,74.0,74.0
ORD00003771,SKU000555,1,35.68,35.68
ORD00003771,SKU001377,1,20.22,20.22
ORD00003771,SKU000136,1,18.49,18.49
ORD00003771,SKU000970,1,11.13,11.13
ORD00003772,SKU001256,2,6.16,12.32
ORD00003772,SKU001266,1,69.05,69.05
ORD00003772,SKU001486,1,15.7,15.7
ORD00003772,SKU000912,1,5.07,5.07
ORD00003772,SKU001308,1,40.36,40.36
ORD00003773,SKU001971,1,102.92,102.92
ORD00003773,SKU000398,1,25.08,25.08
ORD00003773,SKU001758,2,266.45,532.9
ORD00003774,SKU001670,2,344.03,688.06
ORD00003774,SKU001770,1,16.96,16.96
ORD00003775,SKU001711,1,195.19,195.19
ORD00003776,SKU000160,1,4.57,4.57
ORD00003776,SKU000841,1,20.31,20.31
ORD00003777,SKU001715,1,215.26,215.26
ORD00003778,SKU000135,2,25.3,50.6
ORD00003779,SKU000446,1,111.61,111.61
ORD00003779,SKU000282,1,85.94,85.94
ORD00003780,SKU001581,1,65.58,65.58
ORD00003780,SKU001439,1,59.85,59.85
ORD00003781,SKU000674,1,8.32,8.32
ORD00003781,SKU000739,1,249.08,249.08
ORD00003782,SKU000137,1,17.71,17.71
ORD00003783,SKU000591,1,5.48,5.48
ORD00003783,SKU000680,2,76.68,153.36
ORD00003784,SKU001598,3,7.35,22.049999999999997
ORD00003784,SKU001777,1,57.0,57.0
ORD00003785,SKU001423,1,349.02,349.02
ORD00003785,SKU001121,2,9.7,19.4
ORD00003786,SKU000396,1,4.88,4.88
ORD00003787,SKU001958,2,132.06,264.12
ORD00003787,SKU001149,2,187.22,374.44
ORD00003787,SKU001493,2,204.8,409.6
ORD00003787,SKU001594,1,168.12,168.12
ORD00003788,SKU000932,2,232.04,464.08
ORD00003789,SKU001538,1,86.45,86.45
ORD00003790,SKU001136,1,152.15,152.15
ORD00003790,SKU000808,1,175.34,175.34
ORD00003790,SKU000565,1,26.12,26.12
ORD00003790,SKU000658,1,51.67,51.67
ORD00003790,SKU001741,1,469.71,469.71
ORD00003791,SKU001827,1,605.77,605.77
ORD00003791,SKU000173,1,26.97,26.97
ORD00003791,SKU000407,1,33.03,33.03
ORD00003791,SKU000610,1,5.46,5.46
ORD00003792,SKU000017,1,30.78,30.78
ORD00003793,SKU000359,2,158.73,317.46
ORD00003793,SKU001775,2,46.89,93.78
ORD00003794,SKU000215,2,101.94,203.88
ORD00003795,SKU001756,2,10.42,20.84
ORD00003796,SKU001373,2,5.25,10.5
ORD00003796,SKU000962,1,228.31,228.31
ORD00003797,SKU000954,1,184.69,184.69
ORD00003797,SKU001494,1,51.37,51.37
ORD00003797,SKU000712,1,114.73,114.73
ORD00003798,SKU000342,1,54.63,54.63
ORD00003798,SKU001678,1,9.31,9.31
ORD00003798,SKU000406,1,35.47,35.47
ORD00003799,SKU001191,3,79.44,238.32
ORD00003800,SKU001209,1,24.52,24.52
ORD00003800,SKU000690,1,146.45,146.45
ORD00003801,SKU000096,1,7.87,7.87
ORD00003801,SKU001409,1,141.1,141.1
ORD00003802,SKU000081,1,122.16,122.16
ORD00003803,SKU001299,1,107.49,107.49
ORD00003803,SKU001878,1,27.13,27.13
ORD00003803,SKU000130,1,14.01,14.01
ORD00003804,SKU001339,1,176.06,176.06
ORD00003804,SKU000072,2,88.97,177.94
ORD00003804,SKU000428,2,102.46,204.92
ORD00003804,SKU000929,1,53.57,53.57
ORD00003805,SKU000463,1,15.94,15.94
ORD00003805,SKU001931,3,50.57,151.71
ORD00003805,SKU000145,1,3.71,3.71
ORD00003806,SKU000982,1,18.59,18.59
ORD00003807,SKU001240,1,43.28,43.28
ORD00003808,SKU000039,1,58.46,58.46
ORD00003808,SKU001240,1,43.28,43.28
ORD00003808,SKU001492,1,27.32,27.32
ORD00003809,SKU001509,1,93.34,93.34
ORD00003810,SKU000753,2,426.63,853.26
ORD00003811,SKU000296,1,51.99,51.99
ORD00003811,SKU000471,1,17.5,17.5
ORD00003811,SKU000476,1,205.46,205.46
ORD00003811,SKU000587,1,48.0,48.0
ORD00003811,SKU000807,3,41.8,125.39999999999999
ORD00003812,SKU000627,1,55.17,55.17
ORD00003812,SKU001740,1,149.27,149.27
ORD00003813,SKU000988,2,218.36,436.72
ORD00003814,SKU001475,1,14.9,14.9
ORD00003815,SKU001809,1,183.96,183.96
ORD00003815,SKU000667,1,20.24,20.24
ORD00003815,SKU000939,1,152.67,152.67
ORD00003816,SKU001106,1,60.47,60.47
ORD00003817,SKU001694,2,7.02,14.04
ORD00003817,SKU001245,1,129.62,129.62
ORD00003818,SKU001964,2,206.24,412.48
ORD00003818,SKU001018,2,71.02,142.04
ORD00003818,SKU001619,1,369.19,369.19
ORD00003818,SKU001158,3,154.89,464.66999999999996
ORD00003819,SKU001311,2,324.94,649.88
ORD00003820,SKU000172,1,8.7,8.7
ORD00003820,SKU001464,1,37.48,37.48
ORD00003821,SKU000005,1,282.56,282.56
ORD00003821,SKU001287,1,87.15,87.15
ORD00003822,SKU001262,3,13.11,39.33
ORD00003822,SKU000826,1,299.87,299.87
ORD00003822,SKU001846,1,126.72,126.72
ORD00003822,SKU000605,1,121.34,121.34
ORD00003823,SKU000828,1,129.99,129.99
ORD00003823,SKU000170,2,203.89,407.78
ORD00003824,SKU001255,1,258.79,258.79
ORD00003825,SKU000668,1,256.6,256.6
ORD00003825,SKU000892,1,159.19,159.19
ORD00003826,SKU000417,2,11.28,22.56
ORD00003826,SKU001480,1,25.58,25.58
ORD00003827,SKU000752,1,287.58,287.58
ORD00003828,SKU000568,2,4.69,9.38
ORD00003829,SKU000943,1,107.61,107.61
ORD00003829,SKU000673,1,51.69,51.69
ORD00003829,SKU000759,1,42.93,42.93
ORD00003830,SKU001651,1,76.88,76.88
ORD00003830,SKU001784,1,71.36,71.36
ORD00003831,SKU001684,1,26.57,26.57
ORD00003831,SKU000522,1,264.07,264.07
ORD00003831,SKU000189,2,8.16,16.32
ORD00003832,SKU001428,1,14.84,14.84
ORD00003833,SKU000442,1,1.79,1.79
ORD00003834,SKU000286,2,471.4,942.8
ORD00003835,SKU000506,1,116.95,116.95
ORD00003836,SKU000336,1,77.99,77.99
ORD00003836,SKU001517,1,18.73,18.73
ORD00003836,SKU001995,1,243.74,243.74
ORD00003836,SKU001211,2,166.71,333.42
ORD00003837,SKU000150,1,242.76,242.76
ORD00003837,SKU000296,2,51.99,103.98
ORD00003837,SKU000752,2,287.58,575.16
ORD00003838,SKU001947,2,155.11,310.22
ORD00003838,SKU001333,2,74.0,148.0
ORD00003838,SKU001038,1,10.44,10.44
ORD00003838,SKU000122,2,112.52,225.04
ORD00003838,SKU001630,1,95.29,95.29
ORD00003839,SKU001486,1,15.7,15.7
ORD00003839,SKU001893,1,385.88,385.88
ORD00003840,SKU000702,1,7.59,7.59
ORD00003841,SKU001796,1,44.7,44.7
ORD00003841,SKU000764,1,68.46,68.46
ORD00003841,SKU000543,1,266.53,266.53
ORD00003842,SKU000459,2,255.07,510.14
ORD00003843,SKU001560,1,135.33,135.33
ORD00003843,SKU001504,1,12.6,12.6
ORD00003843,SKU001700,1,215.74,215.74
ORD00003844,SKU001581,1,65.58,65.58
ORD00003845,SKU001041,2,34.59,69.18
ORD00003846,SKU001999,1,6.57,6.57
ORD00003847,SKU000039,1,58.46,58.46
ORD00003847,SKU001600,3,230.56,691.6800000000001
ORD00003847,SKU000261,1,67.73,67.73
ORD00003848,SKU001802,1,140.02,140.02
ORD00003848,SKU000741,2,7.28,14.56
ORD00003849,SKU000609,2,34.53,69.06
ORD00003850,SKU001604,2,11.1,22.2
ORD00003850,SKU001388,1,51.27,51.27
ORD00003850,SKU000448,1,135.03,135.03
ORD00003851,SKU001385,2,313.95,627.9
ORD00003852,SKU001581,1,65.58,65.58
ORD00003853,SKU001918,1,184.13,184.13
ORD00003853,SKU001000,2,13.16,26.32
ORD00003853,SKU001863,2,161.38,322.76
ORD00003853,SKU000927,1,111.56,111.56
ORD00003854,SKU000539,1,120.55,120.55
ORD00003855,SKU000287,2,25.71,51.42
ORD00003856,SKU000300,1,39.14,39.14
ORD00003857,SKU001647,1,101.74,101.74
ORD00003858,SKU001389,1,26.11,26.11
ORD00003858,SKU001836,1,9.8,9.8
ORD00003859,SKU001773,1,8.35,8.35
ORD00003860,SKU001549,1,164.72,164.72
ORD00003860,SKU001799,1,13.72,13.72
ORD00003861,SKU001503,3,383.95,1151.85
ORD00003862,SKU001387,1,245.45,245.45
ORD00003863,SKU000059,2,36.26,72.52
ORD00003863,SKU001939,1,72.05,72.05
ORD00003864,SKU001123,2,17.07,34.14
ORD00003864,SKU000492,2,194.84,389.68
ORD00003864,SKU001079,3,31.91,95.73
ORD00003865,SKU000113,1,55.7,55.7
ORD00003865,SKU000731,1,69.56,69.56
ORD00003865,SKU000850,1,17.52,17.52
ORD00003865,SKU000833,1,20.45,20.45
ORD00003866,SKU000552,2,26.97,53.94
ORD00003867,SKU001636,2,20.46,40.92
ORD00003868,SKU000060,1,50.6,50.6
ORD00003869,SKU000822,1,10.09,10.09
ORD00003869,SKU001788,1,38.21,38.21
ORD00003870,SKU000002,2,126.75,253.5
ORD00003870,SKU000289,2,66.66,133.32
ORD00003870,SKU001459,1,35.76,35.76
ORD00003871,SKU000088,2,199.19,398.38
ORD00003872,SKU000200,1,23.99,23.99
ORD00003873,SKU000359,1,158.73,158.73
ORD00003873,SKU001523,2,31.14,62.28
ORD00003874,SKU001434,1,44.14,44.14
ORD00003874,SKU001481,1,39.28,39.28
ORD00003874,SKU000395,1,266.05,266.05
ORD00003874,SKU000535,1,23.55,23.55
ORD00003875,SKU001815,1,36.76,36.76
ORD00003876,SKU000730,1,118.6,118.6
ORD00003876,SKU000690,2,146.45,292.9
ORD00003876,SKU000026,1,107.59,107.59
ORD00003877,SKU000481,2,95.63,191.26
ORD00003877,SKU000905,1,113.38,113.38
ORD00003878,SKU000420,2,42.68,85.36
ORD00003878,SKU000287,2,25.71,51.42
ORD00003879,SKU000471,1,17.5,17.5
ORD00003880,SKU001587,1,4.36,4.36
ORD00003880,SKU000821,1,152.93,152.93
ORD00003880,SKU001075,1,155.86,155.86
ORD00003881,SKU000660,1,143.95,143.95
ORD00003882,SKU001361,1,52.13,52.13
ORD00003883,SKU001105,1,81.79,81.79
ORD00003884,SKU000900,1,12.29,12.29
ORD00003884,SKU000898,1,10.29,10.29
ORD00003884,SKU000097,1,1.64,1.64
ORD00003885,SKU000156,3,6.49,19.47
ORD00003886,SKU000735,1,172.39,172.39
ORD00003886,SKU000894,1,38.01,38.01
ORD00003887,SKU001460,1,12.97,12.97
ORD00003888,SKU001229,2,23.5,47.0
ORD00003888,SKU001931,1,50.57,50.57
ORD00003889,SKU000929,1,53.57,53.57
ORD00003890,SKU000429,1,111.21,111.21
ORD00003891,SKU001053,1,172.03,172.03
ORD00003891,SKU001661,1,6.26,6.26
ORD00003892,SKU000179,2,12.04,24.08
ORD00003893,SKU001295,1,32.8,32.8
ORD00003894,SKU001873,1,8.56,8.56
ORD00003894,SKU000699,3,11.97,35.910000000000004
ORD00003894,SKU000510,1,11.19,11.19
ORD00003895,SKU000167,1,47.85,47.85
ORD00003895,SKU001878,1,27.13,27.13
ORD00003895,SKU001897,1,6.0,6.0
ORD00003896,SKU000955,1,50.76,50.76
ORD00003896,SKU001997,1,118.76,118.76
ORD00003896,SKU000640,1,28.94,28.94
ORD00003897,SKU001409,1,141.1,141.1
ORD00003897,SKU000374,1,53.59,53.59
ORD00003897,SKU001922,1,362.6,362.6
ORD00003898,SKU000152,1,3.94,3.94
ORD00003899,SKU000003,2,15.52,31.04
ORD00003899,SKU001354,1,82.67,82.67
ORD00003900,SKU001711,3,195.19,585.5699999999999
ORD00003900,SKU001814,2,173.26,346.52
ORD00003901,SKU001420,1,260.46,260.46
ORD00003901,SKU001161,2,27.67,55.34
ORD00003901,SKU001854,1,8.16,8.16
ORD00003902,SKU000986,2,42.19,84.38
ORD00003903,SKU001887,1,21.05,21.05
ORD00003903,SKU000629,1,35.27,35.27
ORD00003904,SKU000152,2,3.94,7.88
ORD00003905,SKU000285,1,85.21,85.21
ORD00003906,SKU000073,2,82.17,164.34
ORD00003907,SKU001969,1,25.0,25.0
ORD00003908,SKU000488,1,111.02,111.02
ORD00003908,SKU000630,1,27.59,27.59
ORD00003908,SKU001689,1,210.52,210.52
ORD00003908,SKU001903,1,10.9,10.9
ORD00003909,SKU000997,1,17.22,17.22
ORD00003909,SKU000461,1,41.26,41.26
ORD00003909,SKU001941,1,62.03,62.03
ORD00003910,SKU000958,2,20.22,40.44
ORD00003910,SKU001720,2,39.55,79.1
ORD00003910,SKU000170,1,203.89,203.89
ORD00003910,SKU001091,1,100.39,100.39
ORD00003911,SKU001252,1,138.24,138.24
ORD00003912,SKU001712,1,122.03,122.03
ORD00003913,SKU001154,1,9.06,9.06
ORD00003913,SKU000271,1,24.02,24.02
ORD00003914,SKU001999,2,6.57,13.14
ORD00003915,SKU000143,2,218.32,436.64
ORD00003915,SKU001221,1,63.92,63.92
ORD00003916,SKU001185,2,109.14,218.28
ORD00003916,SKU001546,1,4.93,4.93
ORD00003917,SKU000565,1,26.12,26.12
ORD00003918,SKU001196,2,141.66,283.32
ORD00003919,SKU000321,1,37.0,37.0
ORD00003919,SKU000294,1,338.43,338.43
ORD00003920,SKU000323,1,244.51,244.51
ORD00003920,SKU001663,1,63.3,63.3
ORD00003920,SKU001319,2,24.18,48.36
ORD00003921,SKU000119,2,4.03,8.06
ORD00003922,SKU000940,1,23.65,23.65
ORD00003923,SKU000210,1,111.42,111.42
ORD00003924,SKU001088,1,60.25,60.25
ORD00003924,SKU001811,1,6.47,6.47
ORD00003925,SKU000140,1,22.19,22.19
ORD00003926,SKU000658,1,51.67,51.67
ORD00003927,SKU000807,1,41.8,41.8
ORD00003927,SKU000944,2,5.21,10.42
ORD00003928,SKU000639,1,12.93,12.93
ORD00003928,SKU000759,1,42.93,42.93
ORD00003928,SKU000999,3,559.39,1678.17
ORD00003929,SKU001096,1,210.97,210.97
ORD00003929,SKU001047,1,42.49,42.49
ORD00003929,SKU001727,2,292.63,585.26
ORD00003930,SKU000756,2,162.33,324.66
ORD00003930,SKU001116,3,44.87,134.60999999999999
ORD00003930,SKU001816,1,17.38,17.38
ORD00003931,SKU001626,1,33.8,33.8
ORD00003931,SKU000158,2,76.31,152.62
ORD00003932,SKU000837,1,164.0,164.0
ORD00003933,SKU001184,1,55.4,55.4
ORD00003934,SKU001201,1,34.83,34.83
ORD00003934,SKU001865,1,300.18,300.18
ORD00003935,SKU000433,2,20.21,40.42
ORD00003935,SKU001117,1,69.86,69.86
ORD00003935,SKU000164,1,171.07,171.07
ORD00003935,SKU001210,2,394.18,788.36
ORD00003936,SKU001140,2,318.59,637.18
ORD00003936,SKU000644,2,23.58,47.16
ORD00003937,SKU000201,1,96.39,96.39
ORD00003938,SKU000517,1,437.84,437.84
ORD00003939,SKU001925,1,106.94,106.94
ORD00003939,SKU000633,1,9.03,9.03
ORD00003939,SKU001083,1,41.7,41.7
ORD00003940,SKU001651,1,76.88,76.88
ORD00003941,SKU001202,3,171.44,514.3199999999999
ORD00003941,SKU000585,2,15.96,31.92
ORD00003942,SKU000041,1,72.06,72.06
ORD00003943,SKU001711,1,195.19,195.19
ORD00003943,SKU001527,1,12.37,12.37
ORD00003943,SKU000805,1,205.12,205.12
ORD00003944,SKU001114,1,261.72,261.72
ORD00003945,SKU001671,1,111.96,111.96
ORD00003945,SKU000905,1,113.38,113.38
ORD00003946,SKU000300,1,39.14,39.14
ORD00003946,SKU001519,1,79.56,79.56
ORD00003946,SKU000643,2,350.75,701.5
ORD00003947,SKU001095,1,81.77,81.77
ORD00003948,SKU001018,1,71.02,71.02
ORD00003949,SKU001746,1,142.17,142.17
ORD00003949,SKU001417,1,28.16,28.16
ORD00003950,SKU001104,1,37.65,37.65
ORD00003950,SKU000866,1,75.28,75.28
ORD00003951,SKU001032,2,188.16,376.32
ORD00003951,SKU001261,1,2.63,2.63
ORD00003951,SKU000532,1,69.54,69.54
ORD00003951,SKU000067,1,9.81,9.81
ORD00003951,SKU001176,2,76.92,153.84
ORD00003952,SKU000143,1,218.32,218.32
ORD00003952,SKU001521,1,73.83,73.83
ORD00003953,SKU001133,1,46.77,46.77
ORD00003953,SKU001304,2,34.01,68.02
ORD00003953,SKU000501,2,10.98,21.96
ORD00003954,SKU000359,1,158.73,158.73
ORD00003954,SKU000498,1,24.69,24.69
ORD00003954,SKU001397,1,97.22,97.22
ORD00003955,SKU000425,2,60.96,121.92
ORD00003955,SKU001318,1,120.44,120.44
ORD00003956,SKU000600,1,317.36,317.36
ORD00003957,SKU000406,1,35.47,35.47
ORD00003958,SKU001215,1,216.23,216.23
ORD00003959,SKU001655,1,23.41,23.41
ORD00003959,SKU000891,1,427.35,427.35
ORD00003959,SKU001769,2,29.87,59.74
ORD00003960,SKU001403,1,15.82,15.82
ORD00003961,SKU001208,1,124.95,124.95
ORD00003961,SKU001503,1,383.95,383.95
ORD00003962,SKU001342,1,21.07,21.07
ORD00003963,SKU000135,1,25.3,25.3
ORD00003964,SKU000980,1,18.1,18.1
ORD00003965,SKU000133,1,35.14,35.14
ORD00003965,SKU001693,1,30.53,30.53
ORD00003965,SKU000795,1,442.88,442.88
ORD00003965,SKU000028,2,45.97,91.94
ORD00003966,SKU000133,1,35.14,35.14
ORD00003966,SKU001821,1,13.05,13.05
ORD00003967,SKU000726,1,4.62,4.62
ORD00003967,SKU001430,3,53.79,161.37
ORD00003967,SKU000953,2,206.83,413.66
ORD00003967,SKU001180,2,453.05,906.1
ORD00003968,SKU000426,3,78.77,236.31
ORD00003968,SKU000113,1,55.7,55.7
ORD00003969,SKU000859,1,38.61,38.61
ORD00003969,SKU001414,1,28.5,28.5
ORD00003970,SKU000404,1,17.32,17.32
ORD00003971,SKU000047,1,16.43,16.43
ORD00003971,SKU000067,1,9.81,9.81
ORD00003972,SKU001487,1,54.07,54.07
ORD00003972,SKU001020,1,14.27,14.27
ORD00003973,SKU000963,1,442.37,442.37
