order_id,customer_id,order_date,order_total,shipping_cost,shipping_method,fulfillment_center,order_status,total_weight,customer_zip
ORD00003123,C002059,2023-10-01,113.29,0.0,standard_free,FC_NJ05,delivered,7.19,73804
ORD00003124,C008984,2022-01-11,161.02,0.0,standard_free,FC_FL07,delivered,11.06,03228
ORD00003125,C009825,2024-10-08,421.19,0.0,standard_free,FC_IL06,delivered,6.84,07267
ORD00003126,C006663,2024-12-18,1743.85,0.0,standard_free,FC_WA02,delivered,7.78,19020
ORD00003127,C002838,2024-01-18,33.94,8.99,standard,FC_TX03,delivered,3.82,61755
ORD00003128,C007244,2024-10-08,145.84,0.0,standard_free,FC_NJ05,delivered,5.58,95171
ORD00003129,C004528,2024-05-06,36.39,15.99,expedited,FC_NJ05,delivered,4.85,57636
ORD00003130,C000989,2022-03-15,22.61,8.99,standard,FC_TX03,delivered,3.33,94434
ORD00003131,C005681,2024-11-22,311.39,0.0,standard_free,FC_TX03,delivered,1.37,23125
ORD00003132,C000712,2024-11-22,385.24,0.0,standard_free,,delivered,1.83,44771
ORD00003133,C009437,2024-05-11,896.1,0.0,standard_free,,delivered,7.28,75654
ORD00003134,C004684,2024-03-22,208.99,0.0,standard_free,,delivered,9.76,79422
ORD00003135,C005147,2023-07-16,202.14,0.0,standard_free,,delivered,4.3,96326
ORD00003136,C003166,2023-12-25,377.78,0.0,standard_free,FC_CA01,delivered,1.7,76498
ORD00003137,C002011,2022-11-26,292.14,0.0,standard_free,FC_TX03,delivered,10.05,73265
ORD00003138,C009632,2024-06-23,12.58,8.99,standard,FC_NJ05,delivered,1.49,15136
ORD00003139,C004167,2024-10-02,387.04,0.0,standard_free,FC_CA01,delivered,9.42,36548
ORD00003140,C008070,2024-12-19,323.15,0.0,standard_free,FC_FL07,delivered,10.51,49957
ORD00003141,C009943,2023-07-31,650.01,0.0,standard_free,FC_NJ05,delivered,11.45,28947
ORD00003142,C007805,2023-11-08,140.0,0.0,standard_free,FC_TX03,delivered,3.6,51832
ORD00003143,C008135,2024-04-22,170.05,0.0,standard_free,FC_TX03,delivered,8.73,98215
ORD00003144,C009594,2024-04-18,135.16,0.0,standard_free,FC_NJ05,delivered,3.59,10492
ORD00003145,C006078,2022-07-03,1489.08,0.0,standard_free,FC_WA02,delivered,10.49,51519
ORD00003146,C008534,2024-10-21,1119.44,0.0,standard_free,,delivered,13.71,97537
ORD00003147,C006210,2024-11-29,881.83,0.0,standard_free,FC_TX03,delivered,4.01,49735
ORD00003148,C004876,2024-02-08,477.54,0.0,standard_free,FC_TX03,delivered,6.34,37976
ORD00003149,C005435,2023-09-04,5.46,8.99,standard,FC_GA04,delivered,1.67,00648
ORD00003150,C000103,2024-02-26,582.62,0.0,standard_free,FC_NJ05,delivered,2.74,95992
ORD00003151,C000519,2024-08-11,280.14,0.0,standard_free,FC_NJ05,delivered,1.81,39611
ORD00003152,C009566,2024-12-11,388.98,0.0,standard_free,FC_NJ05,delivered,5.63,14104
ORD00003153,C006262,2023-10-11,1191.22,0.0,standard_free,FC_CA01,delivered,3.45,07645
ORD00003154,C000393,2024-10-20,1738.83,0.0,standard_free,FC_TX03,delivered,20.1,20098
ORD00003155,C003295,2024-12-28,282.0,0.0,standard_free,,delivered,7.41,40617
ORD00003156,C008208,2023-11-04,456.96,0.0,standard_free,FC_GA04,delivered,6.49,05641
ORD00003157,C009514,2024-12-12,156.18,0.0,standard_free,FC_WA02,delivered,3.6,81997
ORD00003158,C002135,2024-09-14,339.2,0.0,standard_free,,delivered,12.75,14740
ORD00003159,C000730,2024-10-13,17.79,15.99,expedited,FC_WA02,delivered,2.99,13669
ORD00003160,C003501,2024-01-17,460.27,0.0,standard_free,FC_WA02,delivered,9.78,21514
ORD00003161,C004811,2024-03-27,494.35,0.0,standard_free,FC_NJ05,delivered,4.3,21801
ORD00003162,C008287,2023-10-10,537.53,0.0,standard_free,FC_TX03,delivered,3.33,40208
ORD00003163,C003551,2024-10-11,639.62,0.0,standard_free,,delivered,11.49,56142
ORD00003164,C001073,2024-07-30,86.45,0.0,standard_free,FC_TX03,delivered,3.53,41963
ORD00003165,C008856,2023-11-10,117.96,0.0,standard_free,FC_TX03,delivered,0.74,28567
ORD00003166,C006476,2024-10-13,9.0,8.99,standard,FC_FL07,delivered,1.41,94034
ORD00003167,C004452,2024-12-31,550.52,0.0,standard_free,FC_IL06,pending,0.23,73094
ORD00003168,C005229,2024-11-25,205.03,0.0,standard_free,,delivered,1.22,62316
ORD00003169,C002833,2023-07-08,998.1,0.0,standard_free,FC_WA02,delivered,10.07,34911
ORD00003170,C001105,2024-03-21,14.48,0.0,standard_free,FC_FL07,delivered,0.3,94906
ORD00003171,C000187,2024-03-24,547.39,0.0,standard_free,FC_WA02,delivered,8.99,63117
ORD00003172,C006265,2024-09-01,472.6,0.0,standard_free,,delivered,10.84,30916
ORD00003173,C001395,2022-02-12,61.5,15.99,expedited,FC_FL07,delivered,8.84,91546
ORD00003174,C006203,2024-05-22,14.85,0.0,standard_free,FC_FL07,delivered,0.95,08714
ORD00003175,C000103,2022-05-06,78.33,0.0,standard_free,,delivered,9.5,95992
ORD00003176,C004230,2023-12-14,125.24,0.0,standard_free,FC_IL06,delivered,3.53,58607
ORD00003177,C008087,2023-03-24,5.86,15.99,expedited,FC_WA02,delivered,3.62,22927
ORD00003178,C005778,2024-04-25,607.63,0.0,standard_free,FC_NJ05,delivered,21.63,80519
ORD00003179,C008745,2024-03-10,1180.32,0.0,standard_free,FC_NJ05,delivered,9.83,09806
ORD00003180,C004934,2023-05-28,14.19,15.99,expedited,FC_NJ05,delivered,1.6,90111
ORD00003181,C004485,2023-12-03,25.59,8.99,standard,,delivered,1.05,06937
ORD00003182,C002289,2024-11-12,127.4,0.0,standard_free,FC_WA02,delivered,5.05,08209
ORD00003183,C003415,2024-12-11,21.04,8.99,standard,FC_FL07,delivered,1.0,89803
ORD00003184,C003216,2024-01-31,130.76,0.0,standard_free,FC_CA01,delivered,2.57,58591
ORD00003185,C008538,2024-08-04,336.13,0.0,standard_free,FC_NJ05,delivered,5.81,34260
ORD00003186,C003903,2024-07-10,18.28,8.99,standard,FC_GA04,delivered,1.05,49895
ORD00003187,C009534,2024-11-14,709.69,0.0,standard_free,,delivered,6.81,00792
ORD00003188,C007911,2023-11-15,463.32,0.0,standard_free,,delivered,1.63,10511
ORD00003189,C003476,2022-06-27,234.89,0.0,standard_free,FC_CA01,delivered,0.86,05179
ORD00003190,C004932,2023-11-05,17.11,15.99,expedited,FC_TX03,delivered,1.35,95142
ORD00003191,C008836,2024-02-10,369.81,0.0,standard_free,FC_NJ05,delivered,5.99,90371
ORD00003192,C000236,2024-06-10,27.49,8.99,standard,FC_CA01,delivered,3.03,17048
ORD00003193,C001968,2024-04-22,406.89,0.0,standard_free,FC_CA01,delivered,5.54,21845
ORD00003194,C004696,2024-03-01,226.92,0.0,standard_free,FC_CA01,delivered,7.63,92792
ORD00003195,C006150,2024-02-15,233.22,0.0,standard_free,FC_GA04,delivered,4.82,41312
ORD00003196,C007535,2023-10-18,73.44,8.99,standard,FC_CA01,delivered,1.34,07799
ORD00003197,C009513,2023-06-03,65.12,8.99,standard,,delivered,6.35,95979
ORD00003198,C006302,2024-10-28,138.24,0.0,standard_free,FC_WA02,delivered,4.85,25569
ORD00003199,C005641,2023-10-02,219.45,0.0,standard_free,FC_CA01,delivered,1.07,08041
ORD00003200,C009088,2024-08-27,225.74,0.0,standard_free,FC_WA02,delivered,3.21,03693
ORD00003201,C003384,2023-12-19,762.13,0.0,standard_free,FC_TX03,delivered,5.72,66839
ORD00003202,C002042,2024-01-06,7.48,0.0,standard_free,FC_GA04,delivered,5.93,42837
ORD00003203,C008177,2024-03-03,112.69,0.0,standard_free,FC_CA01,delivered,0.96,11844
ORD00003204,C000683,2024-12-31,20.09,8.99,standard,FC_CA01,shipped,3.02,25024
ORD00003205,C009462,2024-04-05,5.91,8.99,standard,FC_WA02,delivered,1.07,58163
ORD00003206,C007549,2023-08-19,20.55,8.99,standard,FC_TX03,delivered,1.64,21481
ORD00003207,C000462,2024-05-15,136.87,0.0,standard_free,FC_NJ05,delivered,4.49,74117
ORD00003208,C005074,2023-04-14,114.08,0.0,standard_free,FC_NJ05,delivered,1.37,38415
ORD00003209,C009477,2024-09-13,80.21,0.0,standard_free,FC_NJ05,delivered,5.36,58228
ORD00003210,C008631,2023-08-17,78.77,0.0,standard_free,FC_IL06,delivered,0.7,65179
ORD00003211,C004687,2024-12-19,120.79,0.0,standard_free,FC_NJ05,delivered,5.29,35401
ORD00003212,C000910,2024-04-09,179.42,0.0,standard_free,FC_TX03,delivered,6.04,87078
ORD00003213,C004763,2024-01-06,122.96,0.0,standard_free,FC_NJ05,delivered,4.8,29517
ORD00003214,C002317,2024-11-24,88.33,0.0,standard_free,FC_CA01,delivered,5.54,52116
ORD00003215,C002856,2024-10-06,258.05,0.0,standard_free,FC_GA04,delivered,2.74,89763
ORD00003216,C004231,2024-08-29,441.34,0.0,standard_free,,delivered,16.39,96180
ORD00003217,C007470,2022-03-30,7.06,8.99,standard,FC_WA02,delivered,1.04,51924
ORD00003218,C006646,2024-12-15,77.99,0.0,standard_free,FC_NJ05,delivered,5.79,79436
ORD00003219,C005473,2023-09-08,785.22,0.0,standard_free,FC_NJ05,delivered,11.41,27723
ORD00003220,C004946,2024-10-06,11.07,8.99,standard,FC_CA01,delivered,2.71,43747
ORD00003221,C007348,2024-12-02,287.38,0.0,standard_free,FC_GA04,delivered,4.81,40174
ORD00003222,C006928,2024-05-12,613.04,0.0,standard_free,FC_FL07,delivered,6.8,60181
ORD00003223,C003128,2024-08-25,1721.66,0.0,standard_free,FC_GA04,delivered,4.66,11392
ORD00003224,C003394,2024-05-05,534.05,0.0,standard_free,FC_WA02,delivered,2.88,28808
ORD00003225,C009021,2024-04-23,310.53,0.0,standard_free,FC_WA02,delivered,2.44,36838
ORD00003226,C001577,2023-08-10,368.26,0.0,standard_free,FC_FL07,delivered,1.76,69995
ORD00003227,C007868,2023-06-10,143.12,0.0,standard_free,FC_GA04,delivered,5.09,02861
ORD00003228,C005190,2022-11-14,349.16,0.0,standard_free,FC_FL07,delivered,9.13,02168
ORD00003229,C006932,2022-03-31,66.86,8.99,standard,FC_GA04,delivered,5.83,92355
ORD00003230,C001727,2024-03-03,29.34,15.99,expedited,,delivered,2.01,77906
ORD00003231,C007592,2024-07-03,6.26,0.0,standard_free,FC_NJ05,delivered,0.83,53622
ORD00003232,C002315,2024-10-15,1313.65,0.0,standard_free,FC_TX03,delivered,6.27,13534
ORD00003233,C001227,2024-07-30,243.79,0.0,standard_free,FC_CA01,delivered,13.75,35736
ORD00003234,C004841,2024-10-17,130.14,0.0,standard_free,FC_IL06,delivered,7.56,58300
ORD00003235,C005601,2024-12-30,179.47,0.0,standard_free,FC_TX03,shipped,6.38,28817
ORD00003236,C006589,2023-03-12,21.01,8.99,standard,FC_NJ05,delivered,0.98,15481
ORD00003237,C006945,2024-07-20,143.95,0.0,standard_free,FC_TX03,delivered,1.51,93222
ORD00003238,C008085,2024-03-28,487.81,0.0,standard_free,FC_FL07,cancelled,12.07,64846
ORD00003239,C000240,2024-08-18,107.27,0.0,standard_free,FC_WA02,delivered,1.4,85676
ORD00003240,C000662,2023-12-30,167.38,0.0,standard_free,FC_NJ05,delivered,5.0,62912
ORD00003241,C009191,2023-06-20,2.37,15.99,expedited,FC_IL06,delivered,2.14,46235
ORD00003242,C003008,2024-07-18,545.43,0.0,standard_free,FC_CA01,delivered,9.93,23833
ORD00003243,C005120,2023-07-15,1295.9,0.0,standard_free,,delivered,10.5,10344
ORD00003244,C009792,2023-06-24,54.43,8.99,standard,FC_IL06,delivered,5.77,21614
ORD00003245,C002207,2024-10-03,113.12,0.0,standard_free,,delivered,1.71,31474
ORD00003246,C003977,2024-02-29,105.33,0.0,standard_free,FC_NJ05,delivered,6.02,26599
ORD00003247,C003824,2024-10-27,1404.96,0.0,standard_free,FC_IL06,delivered,2.55,63222
ORD00003248,C008864,2024-06-17,210.22,0.0,standard_free,,delivered,3.59,00926
ORD00003249,C006296,2024-04-09,80.09,0.0,standard_free,FC_FL07,delivered,2.84,96434
ORD00003250,C004069,2023-06-02,194.48,0.0,standard_free,,delivered,12.39,95405
ORD00003251,C001445,2024-12-19,79.16,0.0,standard_free,FC_FL07,delivered,3.13,70425
ORD00003252,C009499,2022-12-21,252.36,0.0,standard_free,FC_NJ05,delivered,3.69,28259
ORD00003253,C006712,2024-06-23,266.18,0.0,standard_free,FC_WA02,delivered,2.99,76012
ORD00003254,C000047,2023-01-13,376.17,0.0,standard_free,FC_IL06,delivered,4.9,43810
ORD00003255,C003517,2022-08-22,183.76,0.0,standard_free,FC_TX03,delivered,1.56,51090
ORD00003256,C002556,2022-06-26,181.04,0.0,standard_free,FC_GA04,cancelled,7.4,91817
ORD00003257,C005815,2024-10-23,976.77,0.0,standard_free,FC_TX03,delivered,12.08,12300
ORD00003258,C006550,2024-11-14,124.19,0.0,standard_free,FC_TX03,delivered,5.27,58137
ORD00003259,C004899,2024-05-16,314.22,0.0,standard_free,FC_FL07,delivered,5.54,41026
ORD00003260,C003317,2023-05-02,139.85,0.0,standard_free,FC_TX03,delivered,2.44,75485
ORD00003261,C004885,2024-06-16,111.58,0.0,standard_free,FC_WA02,delivered,1.0,37312
ORD00003262,C001864,2024-10-22,847.25,0.0,standard_free,FC_CA01,delivered,9.2,97992
ORD00003263,C007373,2023-10-26,411.0,0.0,standard_free,FC_IL06,delivered,10.88,85728
ORD00003264,C002883,2024-05-18,629.68,0.0,standard_free,,delivered,6.22,69878
ORD00003265,C002718,2022-10-03,69.5,8.99,standard,FC_IL06,delivered,3.99,46671
ORD00003266,C006190,2023-07-04,202.66,0.0,standard_free,FC_FL07,delivered,9.34,25222
ORD00003267,C008108,2023-06-01,85.69,0.0,standard_free,FC_WA02,delivered,4.85,15278
ORD00003268,C008418,2023-11-27,242.06,0.0,standard_free,FC_GA04,delivered,7.06,70267
ORD00003269,C007797,2023-09-22,713.0,0.0,standard_free,FC_TX03,delivered,17.84,25191
ORD00003270,C001436,2022-08-16,127.34,0.0,standard_free,FC_TX03,delivered,5.15,15503
ORD00003271,C000228,2024-10-23,436.31,0.0,standard_free,,delivered,8.97,54888
ORD00003272,C005195,2024-08-20,124.43,0.0,standard_free,FC_TX03,delivered,7.19,71458
ORD00003273,C000580,2023-09-29,124.89,0.0,standard_free,FC_NJ05,delivered,1.81,52488
ORD00003274,C008271,2024-05-02,10.76,8.99,standard,FC_IL06,delivered,2.38,76556
ORD00003275,C007199,2022-10-16,790.69,0.0,standard_free,FC_WA02,delivered,18.65,49372
ORD00003276,C006202,2024-09-27,267.72,0.0,standard_free,,delivered,3.76,28195
ORD00003277,C007373,2024-03-23,795.47,0.0,standard_free,FC_FL07,delivered,6.32,85728
ORD00003278,C000145,2024-07-01,139.73,0.0,standard_free,FC_WA02,delivered,1.19,60099
ORD00003279,C007561,2024-01-19,160.52,0.0,standard_free,FC_CA01,delivered,1.31,06434
ORD00003280,C003909,2024-06-26,25.41,8.99,standard,FC_NJ05,delivered,2.66,05605
ORD00003281,C000756,2023-09-25,31.88,8.99,standard,,cancelled,4.06,69163
ORD00003282,C006075,2024-04-03,383.56,0.0,standard_free,FC_CA01,delivered,10.43,78669
ORD00003283,C006369,2024-04-17,408.53,0.0,standard_free,FC_WA02,delivered,11.04,18851
ORD00003284,C000091,2024-02-25,48.34,0.0,standard_free,FC_WA02,delivered,7.13,87917
ORD00003285,C005778,2024-03-28,897.87,0.0,standard_free,FC_GA04,delivered,11.35,80519
ORD00003286,C007511,2024-03-15,8.66,8.99,standard,FC_WA02,delivered,6.18,02631
ORD00003287,C001333,2023-07-28,1327.2,0.0,standard_free,FC_TX03,delivered,2.14,12038
ORD00003288,C003924,2024-12-13,136.11,0.0,standard_free,FC_TX03,delivered,2.04,57561
ORD00003289,C001609,2024-03-07,885.44,0.0,standard_free,FC_CA01,delivered,7.56,02588
ORD00003290,C008547,2023-05-28,39.47,8.99,standard,FC_FL07,delivered,8.06,99841
ORD00003291,C002212,2022-08-03,463.49,0.0,standard_free,FC_GA04,delivered,13.9,62198
ORD00003292,C001750,2023-02-25,11.48,8.99,standard,FC_NJ05,cancelled,3.02,42507
ORD00003293,C000487,2024-09-15,206.27,0.0,standard_free,,delivered,9.2,78739
ORD00003294,C000058,2024-10-29,136.12,0.0,standard_free,FC_WA02,delivered,2.47,12725
ORD00003295,C005228,2024-04-16,138.93,0.0,standard_free,FC_WA02,delivered,8.53,34360
ORD00003296,C008431,2022-12-05,75.81,0.0,standard_free,,delivered,7.47,28489
ORD00003297,C003597,2024-09-25,864.19,0.0,standard_free,FC_GA04,delivered,20.77,31322
ORD00003298,C002998,2022-08-09,61.24,8.99,standard,FC_CA01,delivered,6.28,28870
ORD00003299,C000928,2024-06-18,16.72,8.99,standard,FC_WA02,delivered,3.02,41580
ORD00003300,C007927,2024-08-25,312.71,0.0,standard_free,FC_TX03,delivered,1.79,24508
ORD00003301,C009870,2023-02-16,931.6,0.0,standard_free,FC_NJ05,delivered,23.02,33809
ORD00003302,C008671,2024-11-05,1041.39,0.0,standard_free,,delivered,13.02,92167
ORD00003303,C006965,2024-10-18,264.29,0.0,standard_free,FC_CA01,delivered,3.65,33757
ORD00003304,C006556,2024-01-28,31.18,15.99,expedited,FC_FL07,delivered,1.35,56248
ORD00003305,C007004,2024-03-06,725.23,0.0,standard_free,,delivered,5.09,37288
ORD00003306,C007111,2024-08-14,112.74,0.0,standard_free,FC_TX03,delivered,3.3,89827
ORD00003307,C009133,2024-10-13,200.75,0.0,standard_free,FC_FL07,delivered,6.35,73826
ORD00003308,C000747,2023-09-14,206.83,0.0,standard_free,FC_NJ05,delivered,2.42,43328
ORD00003309,C009009,2024-11-12,69.9,8.99,standard,,delivered,1.79,76985
ORD00003310,C004707,2024-05-01,20.88,0.0,standard_free,FC_GA04,delivered,1.39,14815
ORD00003311,C004622,2024-01-28,228.19,0.0,standard_free,FC_FL07,delivered,3.46,56204
ORD00003312,C005383,2024-08-13,51.33,15.99,expedited,FC_FL07,delivered,5.37,89253
ORD00003313,C009610,2024-11-18,1083.6,0.0,standard_free,FC_CA01,delivered,27.46,45336
ORD00003314,C002277,2024-11-08,170.59,0.0,standard_free,FC_FL07,delivered,6.11,45096
ORD00003315,C003972,2024-08-26,317.97,0.0,standard_free,,delivered,5.54,99690
ORD00003316,C000449,2024-12-28,188.8,0.0,standard_free,,delivered,7.02,26230
ORD00003317,C002837,2024-02-17,274.66,0.0,standard_free,FC_WA02,delivered,18.56,68515
ORD00003318,C005606,2023-03-22,269.41,0.0,standard_free,FC_TX03,delivered,1.35,58247
ORD00003319,C005638,2023-06-12,327.93,0.0,standard_free,,delivered,2.88,01450
ORD00003320,C000252,2024-12-28,58.98,8.99,standard,,delivered,0.37,38201
ORD00003321,C008256,2022-05-01,24.03,8.99,standard,FC_TX03,delivered,1.71,74685
ORD00003322,C004193,2024-08-14,68.08,8.99,standard,FC_FL07,delivered,3.77,93059
ORD00003323,C000902,2024-09-14,635.32,0.0,standard_free,FC_FL07,delivered,11.51,40538
ORD00003324,C004778,2023-04-11,1.32,8.99,standard,,delivered,1.38,24571
ORD00003325,C007999,2023-09-06,100.24,0.0,standard_free,FC_WA02,delivered,3.69,90871
ORD00003326,C005055,2024-03-15,40.88,8.99,standard,FC_CA01,delivered,8.63,35065
ORD00003327,C000676,2024-12-03,378.55,0.0,standard_free,FC_TX03,delivered,3.54,81419
ORD00003328,C002207,2024-11-18,1021.22,0.0,standard_free,FC_IL06,delivered,9.83,31474
ORD00003329,C007528,2024-12-23,250.28,0.0,standard_free,FC_GA04,delivered,0.58,40768
ORD00003330,C005578,2024-12-03,8.95,0.0,standard_free,FC_WA02,delivered,1.64,55304
ORD00003331,C005190,2024-01-16,280.6,0.0,standard_free,,delivered,0.9,02168
ORD00003332,C008990,2022-11-05,71.99,8.99,standard,FC_CA01,delivered,1.71,47338
ORD00003333,C008917,2024-12-13,312.54,0.0,standard_free,FC_FL07,delivered,0.93,93343
ORD00003334,C003922,2024-06-30,9.26,0.0,standard_free,FC_CA01,delivered,2.59,17030
ORD00003335,C004504,2024-11-16,39.26,15.99,expedited,FC_TX03,cancelled,0.63,34514
ORD00003336,C004157,2024-03-07,176.01,0.0,standard_free,FC_CA01,delivered,0.6,62402
ORD00003337,C004049,2023-04-21,16.42,8.99,standard,FC_WA02,delivered,6.37,18457
ORD00003338,C006118,2024-08-13,1140.53,0.0,standard_free,FC_IL06,delivered,7.5,78272
ORD00003339,C004647,2024-10-22,174.1,0.0,standard_free,FC_FL07,delivered,5.63,57382
ORD00003340,C007912,2022-02-28,173.06,0.0,standard_free,FC_WA02,delivered,9.31,54509
ORD00003341,C002565,2023-12-15,92.65,0.0,standard_free,FC_TX03,delivered,1.35,46125
ORD00003342,C005416,2024-11-04,81.03,0.0,standard_free,FC_WA02,delivered,10.66,39849
ORD00003343,C001069,2024-06-11,442.49,0.0,standard_free,FC_FL07,delivered,2.48,43866
ORD00003344,C003560,2024-06-29,21.91,8.99,standard,FC_FL07,delivered,8.73,83207
ORD00003345,C005640,2024-09-09,642.23,0.0,standard_free,FC_GA04,delivered,5.22,35820
ORD00003346,C004537,2024-12-20,1061.16,0.0,standard_free,FC_TX03,delivered,5.94,42603
ORD00003347,C004934,2022-07-22,139.22,0.0,standard_free,FC_GA04,delivered,1.98,90111
ORD00003348,C008767,2024-04-01,19.98,8.99,standard,FC_WA02,delivered,1.62,01906
ORD00003349,C005163,2023-11-16,541.03,0.0,standard_free,FC_FL07,delivered,4.34,79451
ORD00003350,C003695,2023-06-17,216.94,0.0,standard_free,FC_TX03,delivered,4.49,18541
ORD00003351,C009057,2024-08-18,42.63,15.99,expedited,FC_NJ05,delivered,7.93,88961
ORD00003352,C002968,2023-03-09,589.75,0.0,standard_free,FC_NJ05,delivered,16.08,42633
ORD00003353,C007364,2024-04-07,39.82,8.99,standard,FC_WA02,delivered,1.12,10800
ORD00003354,C002825,2023-05-21,283.01,0.0,standard_free,FC_CA01,cancelled,0.48,05202
ORD00003355,C005473,2023-06-25,11.44,8.99,standard,,delivered,1.67,27723
ORD00003356,C004986,2024-12-13,318.54,0.0,standard_free,FC_WA02,delivered,4.56,56411
ORD00003357,C000025,2024-07-27,942.23,0.0,standard_free,,delivered,3.82,67285
ORD00003358,C002334,2024-08-02,38.4,8.99,standard,FC_GA04,delivered,4.84,70743
ORD00003359,C003142,2022-11-09,475.72,0.0,standard_free,FC_CA01,delivered,11.18,21075
ORD00003360,C007037,2024-12-24,73.88,8.99,standard,FC_TX03,delivered,0.86,70345
ORD00003361,C000149,2024-10-20,125.15,0.0,standard_free,FC_NJ05,delivered,1.09,99359
ORD00003362,C009021,2024-10-28,244.73,0.0,standard_free,FC_CA01,delivered,1.92,36838
ORD00003363,C003177,2022-11-09,1432.96,0.0,standard_free,FC_WA02,delivered,11.82,97983
ORD00003364,C006045,2022-04-30,109.04,0.0,standard_free,FC_IL06,delivered,3.31,98489
ORD00003365,C003961,2022-06-01,1090.64,0.0,standard_free,,delivered,11.07,71583
ORD00003366,C000611,2024-12-06,607.04,0.0,standard_free,FC_IL06,delivered,8.46,86760
ORD00003367,C003126,2023-07-15,54.99,8.99,standard,FC_WA02,delivered,2.81,88710
ORD00003368,C003573,2024-06-01,130.32,0.0,standard_free,,delivered,2.33,78136
ORD00003369,C008425,2024-09-06,238.38,0.0,standard_free,FC_CA01,delivered,3.23,86571
ORD00003370,C006095,2024-03-18,71.1,8.99,standard,,delivered,1.78,68918
ORD00003371,C008633,2024-12-14,210.25,0.0,standard_free,FC_NJ05,delivered,3.59,75105
ORD00003372,C001530,2024-01-26,236.6,0.0,standard_free,FC_WA02,delivered,9.33,84227
ORD00003373,C007434,2023-10-20,276.04,0.0,standard_free,FC_NJ05,delivered,14.67,53281
ORD00003374,C009157,2024-12-29,1376.96,0.0,standard_free,FC_IL06,shipped,8.64,68091
ORD00003375,C005736,2024-12-03,49.59,8.99,standard,FC_TX03,delivered,0.84,34831
ORD00003376,C008547,2024-03-21,144.34,0.0,standard_free,FC_GA04,delivered,13.11,99841
ORD00003377,C009825,2024-03-07,333.99,0.0,standard_free,FC_CA01,delivered,8.86,07267
ORD00003378,C004148,2022-11-28,542.3,0.0,standard_free,FC_TX03,delivered,8.77,78268
ORD00003379,C009238,2024-12-21,20.09,8.99,standard,FC_NJ05,delivered,3.02,22339
ORD00003380,C000693,2022-09-26,629.95,0.0,standard_free,FC_TX03,delivered,5.35,39522
ORD00003381,C004114,2024-08-12,177.57,0.0,standard_free,,delivered,5.02,27753
ORD00003382,C009510,2023-11-25,195.61,0.0,standard_free,FC_TX03,delivered,1.61,53961
ORD00003383,C003508,2024-10-31,355.92,0.0,standard_free,,delivered,2.39,27490
ORD00003384,C005709,2024-05-24,212.1,0.0,standard_free,FC_TX03,delivered,4.02,94272
ORD00003385,C000290,2024-10-20,372.58,0.0,standard_free,FC_NJ05,delivered,1.65,73142
ORD00003386,C000034,2024-09-29,111.96,0.0,standard_free,FC_FL07,delivered,3.47,80319
ORD00003387,C006117,2024-09-07,124.95,0.0,standard_free,FC_TX03,delivered,2.19,55645
ORD00003388,C002353,2024-04-30,201.05,0.0,standard_free,,delivered,13.24,93140
ORD00003389,C004040,2024-06-22,18.77,8.99,standard,FC_NJ05,delivered,2.55,90893
ORD00003390,C002193,2024-12-05,360.36,0.0,standard_free,FC_GA04,delivered,7.1,66485
ORD00003391,C009286,2024-06-03,1165.41,0.0,standard_free,FC_IL06,delivered,3.57,08534
ORD00003392,C008185,2024-08-31,82.46,0.0,standard_free,FC_TX03,delivered,3.09,25262
ORD00003393,C003273,2022-11-13,663.47,0.0,standard_free,FC_IL06,delivered,15.06,47076
ORD00003394,C006234,2024-06-28,52.69,8.99,standard,FC_GA04,delivered,6.86,43842
ORD00003395,C007891,2022-12-12,430.3,0.0,standard_free,FC_CA01,delivered,3.76,53514
ORD00003396,C001333,2023-11-25,14.59,8.99,standard,FC_GA04,delivered,0.59,12038
ORD00003397,C000777,2024-08-16,146.73,0.0,standard_free,,delivered,18.06,19162
ORD00003398,C002355,2024-09-01,31.91,8.99,standard,FC_FL07,delivered,3.63,68736
ORD00003399,C006221,2023-09-06,137.86,0.0,standard_free,FC_GA04,delivered,3.41,91816
ORD00003400,C000228,2024-02-16,15.9,15.99,expedited,FC_GA04,delivered,0.26,54888
ORD00003401,C003494,2024-12-24,301.11,0.0,standard_free,FC_GA04,delivered,8.27,74378
ORD00003402,C006737,2024-01-25,89.4,0.0,standard_free,FC_IL06,delivered,4.29,89260
ORD00003403,C007394,2023-06-13,177.01,0.0,standard_free,FC_IL06,delivered,3.47,10636
ORD00003404,C004941,2023-12-21,622.23,0.0,standard_free,,delivered,12.27,08792
ORD00003405,C000278,2023-02-13,44.57,8.99,standard,FC_NJ05,delivered,4.22,05378
ORD00003406,C003197,2023-11-01,762.13,0.0,standard_free,FC_TX03,delivered,17.17,12475
ORD00003407,C003875,2024-10-24,681.86,0.0,standard_free,FC_TX03,delivered,9.28,19369
ORD00003408,C000054,2024-09-21,783.72,0.0,standard_free,,delivered,6.21,33092
ORD00003409,C000873,2023-09-10,1369.91,0.0,standard_free,FC_GA04,delivered,4.06,43247
ORD00003410,C002636,2023-07-26,215.74,0.0,standard_free,FC_WA02,delivered,0.96,89909
ORD00003411,C009042,2024-04-29,821.75,0.0,standard_free,FC_NJ05,delivered,7.52,08258
ORD00003412,C007170,2024-02-15,992.25,0.0,standard_free,FC_NJ05,delivered,9.65,70892
ORD00003413,C008080,2022-05-10,391.09,0.0,standard_free,FC_WA02,delivered,3.66,14669
