sku_id,product_name,category,subcategory,brand,price,weight_lbs,dimensions_cubic_in,launch_date,seasonality_factor,base_demand
SKU000345,Business-focused bifurcated open architecture,Clothing,Such,"Perez, Smith and Rodriguez",63.04,0.3317830811195074,85.38312353959692,2025-01-01,1.5,150
SKU000346,Inverse scalable focus group,Books,Purpose,Freeman-Monroe,3.38,5.465713496637877,82.33108402229018,2024-01-30,0.9,40
SKU000347,Front-line encompassing standardization,Sports,Dog,Odom-Gallegos,24.1,1.239525094981131,333.61363061103606,2025-05-23,1.3,60
SKU000348,Robust methodical encryption,Home & Garden,Lay,"Woods, Davis and Simmons",88.44,1.2373506625877428,48.61898535682164,2025-03-18,1.1,80
SKU000349,Multi-lateral coherent hierarchy,Home & Garden,Think,Jones Ltd,93.21,0.5023900513553351,90.3988353994933,2024-08-06,1.1,80
SKU000350,Intuitive actuating extranet,Electronics,Above,,271.44,1.4020067281388073,298.3581583583436,2023-10-25,1.2,100
SKU000351,Programmable fresh-thinking process improvement,Sports,Information,"Armstrong, West and Newman",26.54,0.7199514726142595,73.37052378443518,2025-02-20,1.3,60
SKU000352,Secured heuristic concept,Sports,Other,Murphy Ltd,129.56,0.2428806776249258,181.63187489658466,2025-07-25,1.3,60
SKU000353,Multi-channeled 5thgeneration policy,Clothing,Hard,Dorsey-Hernandez,17.8,5.245971077511636,83.46080489396141,2023-09-18,1.5,150
SKU000354,Progressive encompassing knowledge user,Home & Garden,Show,Myers PLC,30.86,0.5209515373088621,140.62899518281728,2023-09-04,1.1,80
SKU000355,Object-based demand-driven support,Electronics,Unit,,397.44,0.995936790776227,241.91062848349355,2024-06-22,1.2,100
SKU000356,Sharable bandwidth-monitored array,Sports,Picture,Hensley-Johnson,95.88,2.0695588139237704,99.36927915164696,2025-01-13,1.3,60
SKU000357,Up-sized uniform productivity,Clothing,Themselves,Thompson-Freeman,18.39,1.1674008579228876,161.61429395515609,2024-12-10,1.5,150
SKU000358,Seamless 4thgeneration migration,Books,No,"Mcgee, Brown and Shaw",13.58,1.628225478759129,258.8433811353179,2023-12-31,0.9,40
SKU000359,Cross-group well-modulated capability,Electronics,Citizen,"Underwood, Stevens and Aguilar",158.73,3.1269372084267357,83.52444532366707,2024-11-07,1.2,100
SKU000360,Devolved neutral collaboration,Books,Start,Clark Inc,13.81,1.1810490206620015,100.3825444701671,2023-12-18,0.9,40
SKU000361,Managed human-resource matrix,Home & Garden,Moment,Reed Ltd,52.19,2.2320271845224986,138.45625985932318,2025-01-28,1.1,80
SKU000362,Extended multi-state hardware,Home & Garden,Yes,Martinez-Thompson,278.27,7.532961321307161,100.23819521910404,2024-07-19,1.1,80
SKU000363,Total bifurcated firmware,Home & Garden,Best,Ramirez and Sons,78.13,0.9488104561861701,86.75102642761914,2024-08-16,1.1,80
SKU000364,Streamlined tertiary methodology,Sports,Current,Harris Ltd,6.04,1.9540925163110088,76.79898716923121,2024-08-13,1.3,60
SKU000365,Focused tangible matrix,Clothing,Travel,White-Mueller,18.13,0.31484569962078807,69.99560500011981,2025-01-03,1.5,150
SKU000366,Integrated uniform collaboration,Clothing,Actually,"King, Johnson and Wheeler",59.33,2.4901329687027394,179.87853466024305,2025-06-23,1.5,150
SKU000367,Polarized empowering budgetary management,Home & Garden,Hope,,131.3,2.3774395744377648,234.31413919615397,2024-03-07,1.1,80
SKU000368,Digitized global application,Home & Garden,Trade,"Murphy, Knight and Alvarado",143.14,1.9673251941889474,324.56994848054205,2025-05-15,1.1,80
SKU000369,Managed directional project,Electronics,Surface,Boyer PLC,106.34,1.2013038026520158,127.322783056837,2024-05-05,1.2,100
SKU000370,Multi-channeled system-worthy support,Electronics,Return,"Vasquez, Franklin and Faulkner",514.75,1.427641658527163,42.31523133606881,2024-11-10,1.2,100
SKU000371,Face-to-face hybrid frame,Home & Garden,Remain,Freeman Group,16.62,1.6699089173990838,97.07438737970251,2024-10-24,1.1,80
SKU000372,Monitored logistical collaboration,Sports,Doctor,"Griffith, Garcia and Woodward",90.46,3.3575451958009292,59.889306373255536,2025-03-28,1.3,60
SKU000373,Compatible clear-thinking paradigm,Books,Church,Allen Inc,6.1,0.7173942131445509,62.12393420157998,2023-10-15,0.9,40
SKU000374,Switchable scalable archive,Home & Garden,Education,"Clark, Rodriguez and Alvarez",53.59,3.473256041360124,30.87412298029615,2023-12-20,1.1,80
SKU000375,Multi-layered well-modulated service-desk,Clothing,Another,Oneill Group,14.36,0.9826539871099542,342.86372240000185,2024-10-17,1.5,150
SKU000376,Grass-roots multi-tasking time-frame,Clothing,Tax,Dawson-Mcdowell,3.71,1.1121850364189505,179.50555257574266,2023-12-07,1.5,150
SKU000377,Extended client-driven superstructure,Sports,Card,Perez and Sons,148.83,0.760055701449267,170.91135390519412,2025-06-30,1.3,60
SKU000378,Automated next generation matrices,Electronics,Stock,Mills LLC,171.15,0.851595570082222,262.80434220537074,2025-06-15,1.2,100
SKU000379,Triple-buffered methodical approach,Home & Garden,Yeah,"Johnston, Clark and Guerra",16.66,0.7948795721710148,131.57771440069595,2023-10-17,1.1,80
SKU000380,Fully-configurable mission-critical access,Home & Garden,New,Hoffman-Gonzales,116.46,0.8200369262356427,198.17804696655662,2024-09-03,1.1,80
SKU000381,Expanded mission-critical process improvement,Electronics,Condition,Perez Inc,183.49,2.909727533834579,73.66334830287408,2024-06-21,1.2,100
SKU000382,User-centric neutral contingency,Home & Garden,Challenge,Banks-Black,48.89,2.654913007275581,250.33074172810802,2024-11-18,1.1,80
SKU000383,Right-sized demand-driven knowledge user,Clothing,Author,Rodriguez-Hall,40.85,6.5105978854863835,167.34494153186805,2025-07-15,1.5,150
SKU000384,Organized needs-based framework,Books,Expect,"George, Hansen and Barton",12.49,1.5346614503509821,51.561748608572664,2024-02-04,0.9,40
SKU000385,Quality-focused 24hour customer loyalty,Home & Garden,Life,"Ramirez, Santos and Barron",33.78,2.5633297880734625,137.28753464827577,2025-04-12,1.1,80
SKU000386,Focused needs-based capability,Sports,Big,Mcguire Group,105.73,3.4164797979714234,98.01915444000292,2023-09-13,1.3,60
SKU000387,Synchronized eco-centric orchestration,Clothing,Exactly,Jackson-Kirby,38.09,2.1637715063980063,119.24343761713291,2024-03-27,1.5,150
SKU000388,Integrated 4thgeneration intranet,Home & Garden,Total,Khan-Smith,71.87,3.2645402443191744,91.75083303392901,2024-04-02,1.1,80
SKU000389,Focused heuristic Graphic Interface,Home & Garden,Rate,"Stone, Dickerson and Stark",101.72,0.6942490727972488,131.89689167904484,2024-09-28,1.1,80
SKU000390,Up-sized bandwidth-monitored secured line,Clothing,Capital,"Johnson, Peters and White",23.79,0.6597656294319225,336.3453915136732,2024-12-15,1.5,150
SKU000391,User-friendly discrete model,Clothing,Fund,Shaffer and Sons,59.51,3.518196853748578,324.723431489284,2025-02-13,1.5,150
SKU000392,Public-key even-keeled matrix,Home & Garden,Medical,"Hester, Gallagher and Nixon",53.79,0.17376288943646048,82.96670402761005,2024-08-31,1.1,80
SKU000393,Pre-emptive user-facing help-desk,Books,Discuss,Jones-Watson,16.25,1.4268737532252838,208.7869422702413,2025-03-17,0.9,40
SKU000394,Implemented bandwidth-monitored Graphic Interface,Books,Usually,Robinson Inc,3.48,2.1026352808361004,39.307292607756935,2024-07-08,0.9,40
SKU000395,Visionary 3rdgeneration implementation,Electronics,Item,Becker-Snyder,266.05,0.2810100143480665,127.36581103688111,2024-12-09,1.2,100
SKU000396,Switchable tangible initiative,Books,Different,Davis PLC,4.88,2.314648121433414,39.53736847636778,2025-03-31,0.9,40
SKU000397,Cloned transitional Internet solution,Clothing,Same,Duarte PLC,78.96,2.187584084503283,14.35338883667561,2024-04-11,1.5,150
SKU000398,Mandatory value-added definition,Books,Agree,"Sanchez, Harris and Wilson",25.08,2.898888788325794,509.03505730136214,2023-12-22,0.9,40
SKU000399,Function-based systemic approach,Home & Garden,Drug,Vasquez-Jones,31.64,1.7637585708457748,72.7444179384912,2024-07-24,1.1,80
SKU000400,Advanced zero-defect data-warehouse,Clothing,Mention,"Welch, Clark and Perry",61.69,2.0455857504136516,133.24759693244724,2025-04-17,1.5,150
SKU000401,Public-key optimal challenge,Electronics,Until,Kemp LLC,551.39,2.442315423405217,113.20058431128372,2025-07-11,1.2,100
SKU000402,Multi-layered multi-state capacity,Clothing,Answer,Thomas-Davis,86.05,1.6413191169325767,327.64773478264794,2023-12-16,1.5,150
SKU000403,Future-proofed local solution,Books,Fire,Evans PLC,20.48,0.6104582918370587,72.81776885805851,2024-02-22,0.9,40
SKU000404,Polarized dynamic circuit,Home & Garden,Here,Brown-Coleman,17.32,1.7173633483352906,223.7110429004027,2024-04-08,1.1,80
SKU000405,Devolved object-oriented protocol,Clothing,Police,Rogers and Sons,28.41,4.3519194969138,101.13526092652867,2024-05-21,1.5,150
SKU000406,Organic regional productivity,Sports,Call,Johnson Group,35.47,1.9135682152200648,87.26938036962825,2023-11-28,1.3,60
SKU000407,User-friendly upward-trending alliance,Home & Garden,Pretty,Woods-Hess,33.03,2.7908532472241028,109.18841345992756,2024-11-09,1.1,80
SKU000408,Ameliorated discrete functionalities,Home & Garden,Safe,"Flores, Knapp and Medina",141.16,6.68393323045528,97.41488178705725,2024-10-11,1.1,80
SKU000409,Robust web-enabled website,Home & Garden,Strategy,Ryan-Owen,130.73,1.4067114372724256,105.54709745526792,2025-07-22,1.1,80
SKU000410,User-friendly empowering focus group,Sports,Fund,Murphy-Padilla,203.93,4.462466313497796,338.9982009807741,2025-02-24,1.3,60
SKU000411,Total uniform monitoring,Electronics,State,Holloway Group,143.46,0.933236931463841,217.95844558442755,2024-02-17,1.2,100
SKU000412,Implemented contextually-based alliance,Home & Garden,Forward,Brown-Rosario,184.76,1.74669297583239,127.75448507952785,2024-05-03,1.1,80
SKU000413,Configurable holistic solution,Home & Garden,Reduce,Barnes-Salinas,98.23,0.25524996515028897,188.05831850478222,2024-03-01,1.1,80
SKU000414,Advanced non-volatile toolset,Sports,Contain,Wilson Group,234.41,2.4328497965223015,205.439742164809,2024-12-10,1.3,60
SKU000415,Proactive foreground policy,Books,Simply,"Frazier, Johnson and Pollard",11.37,0.6276020221442448,122.32858906239544,2023-09-21,0.9,40
SKU000416,Face-to-face eco-centric product,Books,Bar,Marks-Bailey,6.37,1.0485742419183106,236.69645485161763,2024-11-27,0.9,40
SKU000417,Public-key actuating info-mediaries,Books,Professor,Smith-Jones,11.28,1.3333704474514874,96.6539708528178,2024-02-10,0.9,40
SKU000418,Future-proofed intermediate help-desk,Sports,For,"Scott, Cherry and Smith",18.4,1.0868288051280837,199.45258889599506,2025-06-17,1.3,60
SKU000419,Implemented 5thgeneration adapter,Home & Garden,Final,"Gutierrez, Sweeney and King",128.56,4.767901104099716,167.13504885311167,2024-07-20,1.1,80
SKU000420,Networked multi-tasking utilization,Sports,Development,Dennis-Nichols,42.68,0.22007505239936206,81.70729367570516,2024-07-04,1.3,60
SKU000421,Monitored composite hierarchy,Books,Investment,Campbell PLC,22.23,1.5661191791558753,96.35191219450233,2024-10-21,0.9,40
SKU000422,Robust client-server forecast,Books,Individual,Taylor-Ramos,14.43,4.23848505901997,106.76166337088866,2023-09-13,0.9,40
SKU000423,Configurable content-based moderator,Clothing,Among,,13.98,1.4929418511933708,23.346535483501533,2024-08-24,1.5,150
SKU000424,Customizable composite secured line,Home & Garden,Wait,Sparks Group,269.19,1.7569108662213972,89.40216619537301,2024-04-27,1.1,80
SKU000425,Enhanced systemic protocol,Electronics,Hotel,Hawkins Inc,60.96,0.6588534073246327,97.08299905531464,2024-05-08,1.2,100
SKU000426,Re-contextualized full-range portal,Clothing,Agency,Allen-Morgan,78.77,0.7029628398085291,67.48358668412841,2023-08-13,1.5,150
SKU000427,Organic asynchronous time-frame,Electronics,Modern,Jones-Reynolds,284.19,2.391007769989649,91.86732406893614,2024-02-26,1.2,100
SKU000428,Polarized mission-critical throughput,Home & Garden,Seven,"Hughes, Lopez and Townsend",102.46,2.2790132984670026,68.76998574916736,2025-04-20,1.1,80
SKU000429,Cross-platform responsive analyzer,Clothing,Rock,Frank and Sons,111.21,0.6838383309398001,53.06036368464421,2025-01-22,1.5,150
SKU000430,Fully-configurable bottom-line paradigm,Electronics,Low,,234.05,6.729926992184105,245.39090746817865,2024-03-22,1.2,100
SKU000431,Multi-tiered bandwidth-monitored installation,Electronics,Mrs,Knapp-Ramirez,250.63,3.5632181688959594,147.52266279870287,2024-10-31,1.2,100
SKU000432,Operative executive hierarchy,Books,Sort,"Wagner, Orr and White",20.34,3.6761087083507533,202.94484165869386,2025-01-08,0.9,40
SKU000433,Integrated attitude-oriented secured line,Books,Occur,Lopez Inc,20.21,3.409062489575223,152.74082866432005,2025-05-31,0.9,40
SKU000434,Cross-group disintermediate intranet,Books,Project,,4.94,2.487506325091597,256.4789395287966,2025-01-08,0.9,40
SKU000435,Synergized even-keeled throughput,Clothing,Mind,"Larson, Page and Norman",48.2,3.138604769348858,254.4858303005679,2024-07-17,1.5,150
SKU000436,User-friendly transitional Graphic Interface,Electronics,Paper,Robbins LLC,205.29,1.7098017550325728,72.55387961121859,2025-07-08,1.2,100
SKU000437,Innovative multi-tasking orchestration,Clothing,Follow,Small PLC,43.14,2.6429650720496296,263.9829598747127,2024-12-22,1.5,150
SKU000438,Integrated human-resource Graphical User Interface,Sports,Today,"Scott, Sullivan and Macias",124.37,1.3720505119713815,76.3372570230908,2025-04-05,1.3,60
SKU000439,Reduced coherent project,Books,Smile,Castro-Cameron,35.47,0.7359703467791043,108.581284518984,2024-08-21,0.9,40
SKU000440,Proactive next generation adapter,Electronics,Quickly,Walton-Mendoza,326.94,0.9840955926096616,45.814970133376484,2024-12-26,1.2,100
SKU000441,Sharable systematic workforce,Books,Me,Lang-Nash,5.81,1.6003909376905217,142.922726527238,2024-07-27,0.9,40
SKU000442,Expanded local moderator,Books,Answer,Wright-Gates,1.79,0.581138126661243,232.83067289138336,2024-04-25,0.9,40
SKU000443,Customizable non-volatile attitude,Clothing,Top,"Gibson, Henderson and Bradford",20.3,0.248089996674654,178.58946451876128,2024-10-14,1.5,150
SKU000444,Organized fault-tolerant intranet,Sports,Learn,Reynolds-Benson,72.39,1.1932065448736309,207.54030237300736,2024-06-02,1.3,60
SKU000445,Versatile analyzing solution,Electronics,Popular,Chapman PLC,201.82,3.383120649871887,96.30198911240609,2023-12-22,1.2,100
SKU000446,Multi-lateral cohesive implementation,Clothing,This,Martinez-Ray,111.61,1.8990448940249547,158.73736686326876,2024-12-12,1.5,150
SKU000447,Seamless demand-driven budgetary management,Clothing,List,Hancock-Crawford,30.24,3.5140141446095297,99.45801541026343,2025-07-18,1.5,150
SKU000448,Advanced multi-tasking utilization,Home & Garden,Hear,Walton-West,135.03,1.5103036834057006,160.57233945017188,2024-10-16,1.1,80
SKU000449,Customizable 4thgeneration product,Books,House,"Graham, Hartman and Hogan",16.13,1.042368017243078,95.35201470428021,2025-02-16,0.9,40
SKU000450,Reverse-engineered solution-oriented secured line,Home & Garden,Thank,Washington-Stanley,38.41,1.1574231031530728,199.67437055183981,2025-05-22,1.1,80
SKU000451,Grass-roots zero tolerance knowledge user,Books,Me,Rangel-Gamble,15.77,1.5963657737102142,305.24774290858795,2024-02-24,0.9,40
SKU000452,Automated heuristic workforce,Electronics,Little,Duffy-Brown,123.59,0.4828970320425374,78.01726619804154,2024-05-06,1.2,100
SKU000453,User-friendly 3rdgeneration standardization,Clothing,Bed,Richardson-Campbell,9.57,1.4053837329983574,52.13208192057718,2024-11-18,1.5,150
SKU000454,Horizontal 5thgeneration productivity,Sports,Then,"Holt, Humphrey and Flores",54.52,1.3574529103915922,203.51694262791474,2025-04-18,1.3,60
SKU000455,Inverse clear-thinking hub,Sports,Improve,"Robinson, Green and Knox",38.88,3.2590853090163026,243.55540207759532,2025-07-22,1.3,60
SKU000456,User-friendly neutral flexibility,Books,Heavy,Oconnor-Mckinney,11.03,2.3162123903218608,32.24478496806883,2024-12-17,0.9,40
SKU000457,Phased human-resource system engine,Electronics,Report,Clark-Clayton,344.67,1.2565567312068988,136.39110951570416,2025-01-13,1.2,100
SKU000458,Future-proofed contextually-based ability,Books,Section,Johnson-Cunningham,23.92,5.188882992142292,171.7356737516108,2024-04-18,0.9,40
SKU000459,Extended zero-defect access,Electronics,Rich,Martin-Mcfarland,255.07,5.837093322668156,204.2896342945825,2024-07-27,1.2,100
SKU000460,De-engineered multi-tasking product,Clothing,Seat,"Hampton, Wells and Armstrong",105.31,6.203304718615834,126.470530029519,2024-12-31,1.5,150
SKU000461,Profit-focused next generation methodology,Home & Garden,As,"Peters, Ritter and Skinner",41.26,4.681548801033993,44.85072772836839,2025-05-28,1.1,80
SKU000462,Diverse user-facing project,Clothing,Last,Johnson-Ortiz,60.69,0.7791290791561671,239.9676679784286,2024-06-21,1.5,150
SKU000463,Seamless needs-based algorithm,Books,Store,"Lopez, Marshall and Maldonado",15.94,2.0321878163670575,66.04408873703518,2024-03-21,0.9,40
SKU000464,Fundamental needs-based conglomeration,Books,Put,"Rivers, Brock and Mitchell",16.54,1.0820783771229108,29.016820623790075,2025-01-15,0.9,40
SKU000465,Multi-lateral 6thgeneration approach,Electronics,Meet,"Guerra, Pham and Reynolds",114.75,2.9382387140763195,90.79002769473787,2024-01-17,1.2,100
SKU000466,Polarized modular time-frame,Electronics,Manage,"Fox, Taylor and Henry",220.9,0.4610684001617965,86.58310592998974,2024-06-18,1.2,100
SKU000467,Horizontal non-volatile architecture,Books,Peace,Price Ltd,4.37,0.11408450712226757,158.41522427260196,2024-06-24,0.9,40
SKU000468,Reduced full-range adapter,Electronics,Top,"Ruiz, Thompson and Lawson",327.21,3.2487883149594863,27.713482223517527,2024-04-20,1.2,100
SKU000469,Automated bandwidth-monitored info-mediaries,Clothing,Police,Bailey PLC,5.06,1.3274986381192657,39.56185145130236,2024-08-01,1.5,150
SKU000470,Progressive analyzing matrices,Sports,Probably,"Thomas, Brown and Santiago",43.18,4.695761174973882,175.01700232637054,2023-08-13,1.3,60
SKU000471,Progressive asymmetric customer loyalty,Books,Dinner,"Parker, Mclaughlin and Smith",17.5,2.5031286982211625,227.07698311519948,2024-01-05,0.9,40
SKU000472,Visionary mission-critical framework,Books,Each,Guerra Group,23.2,1.413399919415401,84.52466284829529,2024-10-16,0.9,40
SKU000473,Universal context-sensitive task-force,Electronics,State,Hanson-Davis,554.62,1.603105568416938,379.7778907212699,2023-07-30,1.2,100
SKU000474,Cross-group tangible implementation,Electronics,Remember,"Fowler, Velez and Austin",769.95,0.6290098443440632,94.79063945925807,2023-10-27,1.2,100
SKU000475,Stand-alone system-worthy conglomeration,Sports,Page,Fisher-Baker,110.54,3.0026669902433265,111.43931610257232,2024-02-05,1.3,60
SKU000476,Cloned bi-directional moratorium,Sports,Clearly,"Murray, Greene and Davis",205.46,1.7192752692077733,37.077081207853986,2024-06-29,1.3,60
SKU000477,Multi-channeled optimizing hardware,Sports,Big,Valdez Inc,242.91,3.3913627817884984,36.62650118658548,2025-04-16,1.3,60
SKU000478,Ergonomic discrete open system,Home & Garden,Teach,"Jarvis, Haney and Morrison",60.55,0.6818356366895436,172.7107218681166,2024-05-21,1.1,80
SKU000479,Optional systemic Internet solution,Electronics,Race,"King, Robinson and Meza",248.99,2.5876152019047494,15.383903766407153,2024-03-09,1.2,100
SKU000480,Ergonomic next generation service-desk,Clothing,Despite,"Olson, Gilmore and Lowe",48.15,0.37195794132636845,56.75024911674977,2025-06-14,1.5,150
SKU000481,Horizontal cohesive moderator,Clothing,Month,Cruz-Wells,95.63,0.428324093208754,203.1721258795736,2024-08-03,1.5,150
SKU000482,Front-line fault-tolerant product,Clothing,Oil,"Strickland, Brown and Sanchez",93.97,0.34308376307496247,138.24318054393876,2025-04-22,1.5,150
SKU000483,Upgradable context-sensitive knowledge user,Books,May,Sutton Inc,9.06,1.1883741053051113,66.74088480539714,2024-07-14,0.9,40
SKU000484,Re-engineered demand-driven archive,Electronics,Institution,Howard LLC,164.16,0.7670505424695806,135.67353452674897,2024-04-26,1.2,100
SKU000485,Exclusive cohesive interface,Sports,Life,"Obrien, Ramirez and Wilkinson",75.6,3.3807868241622914,126.28951691391536,2024-12-01,1.3,60
SKU000486,Integrated systematic time-frame,Clothing,Scientist,"Sanchez, Owens and Foster",35.39,2.3318250026760032,162.74328927319027,2024-10-03,1.5,150
SKU000487,Universal maximized task-force,Books,Second,Lawrence-Allen,0.97,1.2650633627188264,85.38226026731058,2024-08-27,0.9,40
SKU000488,Synchronized multi-tasking open system,Sports,There,Valencia-Miller,111.02,2.209701282866596,182.70801153232074,2023-12-08,1.3,60
SKU000489,Progressive intermediate intranet,Clothing,Company,"Freeman, Scott and Kramer",7.09,1.0702390539271507,106.39510977356767,2024-05-20,1.5,150
SKU000490,Seamless attitude-oriented application,Home & Garden,Financial,Ramos Ltd,38.28,2.585508430982454,144.7200157885788,2025-06-04,1.1,80
SKU000491,Down-sized radical implementation,Sports,Tree,"Krueger, James and White",225.82,2.34571562526557,152.60080252557142,2025-03-01,1.3,60
SKU000492,Horizontal bandwidth-monitored synergy,Electronics,Free,Robinson-Wade,194.84,0.3052732353346726,245.0650825098549,2023-09-04,1.2,100
SKU000493,Digitized 3rdgeneration forecast,Books,Again,Jones-Huang,6.61,2.414280870704233,78.27890191256344,2024-07-19,0.9,40
SKU000494,Customer-focused non-volatile architecture,Sports,Center,"Rowe, Ramirez and Buchanan",13.4,1.973227578492216,89.2192899335397,2024-02-06,1.3,60
SKU000495,Persevering analyzing contingency,Books,Knowledge,Kim-Leblanc,55.96,0.3495650888827283,107.9170356536697,2024-03-10,0.9,40
SKU000496,Secured hybrid definition,Sports,Such,Stewart-Miller,122.37,1.9839836558946888,59.73460747716969,2024-01-06,1.3,60
SKU000497,Multi-layered demand-driven architecture,Clothing,Recently,Johnson Inc,2.29,3.199855677257725,141.99858709878401,2025-02-05,1.5,150
SKU000498,Inverse multimedia framework,Books,Hope,Ramos-Perez,24.69,2.247001882371868,223.48059689173053,2025-06-06,0.9,40
SKU000499,Cross-group directional matrices,Home & Garden,Art,"Williams, Terry and Jones",46.53,1.8734731188276554,80.95229529886691,2024-12-24,1.1,80
SKU000500,Team-oriented maximized focus group,Books,Our,Davis Group,26.26,0.9837134905729402,75.89586793806265,2024-05-02,0.9,40
SKU000501,Operative 4thgeneration website,Books,Money,Smith Inc,10.98,0.44558029738063104,140.3780971692906,2025-01-26,0.9,40
SKU000502,Total leadingedge data-warehouse,Electronics,Long,Young PLC,303.28,2.3432130931821535,32.304602460639494,2024-08-04,1.2,100
SKU000503,Sharable stable analyzer,Books,Because,Davis LLC,28.04,0.6309942375164483,270.7210072670743,2024-10-09,0.9,40
SKU000504,Down-sized incremental complexity,Sports,Ball,"Jensen, Moore and Grimes",53.59,1.5048244913359934,138.22089390835376,2025-02-10,1.3,60
SKU000505,Synergistic empowering access,Sports,A,,42.92,0.6663258807010378,42.839787455361375,2024-04-12,1.3,60
SKU000506,Future-proofed system-worthy parallelism,Home & Garden,Last,Brown-Sexton,116.95,1.6221896234171556,75.70252648522457,2024-03-27,1.1,80
SKU000507,Configurable encompassing encryption,Clothing,Growth,"Bowen, Davenport and Poole",43.56,3.5606615869788483,128.33048499124078,2023-09-30,1.5,150
SKU000508,Cloned next generation structure,Sports,Tonight,Mcknight Inc,23.54,0.27591399968257463,138.3974351529764,2024-03-19,1.3,60
SKU000509,Mandatory actuating artificial intelligence,Clothing,Wall,Francis-Livingston,115.18,2.6561728233022794,225.00729142435839,2025-01-27,1.5,150
SKU000510,Customizable object-oriented Graphic Interface,Clothing,Popular,"Russell, Rivas and Hernandez",11.19,3.3738024685935595,75.7572424307819,2024-06-07,1.5,150
SKU000511,Right-sized zero-defect core,Books,Successful,"Huffman, Hogan and Zavala",4.72,0.5078310683252791,49.6336740521316,2024-08-15,0.9,40
SKU000512,Pre-emptive real-time Internet solution,Sports,Key,Boone LLC,77.08,0.2903606681118243,87.94498458305003,2025-07-05,1.3,60
SKU000513,Profit-focused full-range implementation,Electronics,Citizen,Kennedy-Smith,57.8,4.131986853877502,194.45857848896912,2024-02-25,1.2,100
SKU000514,Down-sized context-sensitive function,Books,Institution,Sherman-Hughes,7.38,1.9774490764210333,89.0848806914933,2025-06-07,0.9,40
SKU000515,Fundamental stable synergy,Clothing,Role,"Perry, Rodriguez and Daniel",157.56,0.8432633425757645,205.110765705534,2024-08-13,1.5,150
SKU000516,Mandatory empowering benchmark,Home & Garden,Single,"Moore, Waters and Rodriguez",106.63,1.2970898062420595,127.12760252789393,2023-10-25,1.1,80
SKU000517,Innovative next generation open architecture,Electronics,Their,Reyes LLC,437.84,0.15927416413097856,303.1301106769496,2024-10-02,1.2,100
SKU000518,Ameliorated asynchronous open system,Home & Garden,Money,"Floyd, Rivera and Lozano",18.26,1.22279070688449,200.90930885425794,2023-08-29,1.1,80
SKU000519,Realigned composite initiative,Books,Million,"Kelley, Jefferson and Nguyen",6.08,2.3500590156232963,91.58323391784901,2023-09-02,0.9,40
SKU000520,Fundamental encompassing superstructure,Sports,Figure,Barrera LLC,184.29,2.234067010843875,305.31184972750634,2025-02-26,1.3,60
SKU000521,Devolved regional firmware,Home & Garden,Space,Goodman Group,140.37,4.753646376641991,144.97932159083888,2025-04-02,1.1,80
SKU000522,Self-enabling 3rdgeneration moderator,Sports,Nothing,Graves Inc,264.07,0.2905854527741019,41.72951420059659,2023-09-16,1.3,60
SKU000523,Managed bottom-line emulation,Home & Garden,Left,"Hunt, Perry and Wise",76.25,2.2769269612288072,139.4917670199795,2023-12-12,1.1,80
SKU000524,Open-source multimedia extranet,Electronics,Understand,"Valentine, Wallace and Carter",77.7,2.565403531705805,87.6192330682676,2024-02-10,1.2,100
SKU000525,Cloned incremental success,Home & Garden,Order,"Wagner, Phillips and Sawyer",314.94,2.005707880050907,114.44097479677397,2025-07-16,1.1,80
SKU000526,Adaptive leadingedge implementation,Books,Receive,"Miller, Valdez and Williams",16.37,1.8542652010985958,178.1496988643615,2024-09-15,0.9,40
SKU000527,Compatible empowering definition,Books,Last,Ray-Moore,29.23,1.5522547168928957,154.54049955381024,2025-07-20,0.9,40
SKU000528,Face-to-face radical synergy,Electronics,Rather,Myers-Mclaughlin,1165.63,7.097931812239522,97.5719751282814,2025-01-08,1.2,100
SKU000529,Business-focused foreground extranet,Sports,Campaign,Logan-Morris,110.38,0.795348765139718,98.38746174143746,2023-08-19,1.3,60
SKU000530,Proactive intermediate access,Home & Garden,Be,"Decker, Bryant and Todd",74.07,3.0511824496459212,204.83083496056386,2023-10-22,1.1,80
SKU000531,Triple-buffered value-added monitoring,Home & Garden,Up,Smith Group,35.67,2.25264302775352,211.2950581426214,2025-07-05,1.1,80
SKU000532,Phased neutral extranet,Home & Garden,Country,"Campbell, Richardson and Bryant",69.54,4.401621585367166,97.0718548021841,2023-10-15,1.1,80
SKU000533,Progressive responsive interface,Books,Will,Olson-Williams,19.54,1.6677434480386808,82.2936792344212,2024-06-24,0.9,40
SKU000534,Pre-emptive clear-thinking solution,Sports,Best,"Barber, Yates and Thompson",59.48,1.1691639224766104,111.8319342625975,2025-03-09,1.3,60
SKU000535,Focused exuding parallelism,Books,Treat,Green Inc,23.55,3.599861811256396,59.445982642207376,2024-12-02,0.9,40
SKU000536,Reverse-engineered coherent budgetary management,Clothing,Him,Chavez and Sons,70.65,2.1997207881361027,118.18704808986537,2025-02-25,1.5,150
SKU000537,Multi-lateral regional matrix,Home & Garden,Nor,Gonzalez Group,56.12,1.5620832765323243,191.15170976479325,2025-07-05,1.1,80
SKU000538,Grass-roots zero tolerance solution,Electronics,Arm,,320.8,2.5045791563385293,74.73349433505796,2023-08-31,1.2,100
